app,mode,destination,source,distance,price
Uber,Black SUV,West End,Boston University,3.04,35.0
Lyft,Lux,West End,Haymarket Square,0.68,10.5
Lyft,Lux,Back Bay,North End,2.79,19.5
Uber,Black,Financial District,Boston University,4.74,34.0
Lyft,Lux Black,Financial District,Boston University,3.75,34.0
Uber,UberXL,Fenway,West End,2.84,16.5
Uber,UberXL,South Station,West End,1.71,13.0
Lyft,Lux,South Station,Beacon Hill,2.47,16.5
Lyft,Lyft XL,North Station,Fenway,3.24,16.5
Uber,UberXL,Beacon Hill,Fenway,2.46,14.0
Uber,Black,Haymarket Square,North Station,0.56,15.5
Uber,Black,Theatre District,Boston University,2.98,22.5
Uber,UberXL,West End,Northeastern University,2.86,17.0
Lyft,Shared,Boston University,Beacon Hill,2.35,3.0
Uber,Black SUV,Haymarket Square,Theatre District,1.61,30.5
Uber,UberXL,North End,Theatre District,1.57,14.0
Uber,UberX,North End,Theatre District,1.59,8.0
Lyft,Lux Black XL,Back Bay,North End,2.52,32.5
Uber,UberXL,Financial District,North End,1.22,13.0
Uber,UberXL,Back Bay,Northeastern University,1.62,14.0
Lyft,Shared,Beacon Hill,Northeastern University,2.44,7.0
Lyft,Lyft,Theatre District,Haymarket Square,1.24,9.0
Uber,WAV,South Station,Theatre District,0.55,7.5
Lyft,Lux,Fenway,West End,2.95,19.5
Lyft,Lux Black XL,Beacon Hill,Fenway,2.4,30.0
Uber,WAV,Haymarket Square,Beacon Hill,1.35,7.5
Lyft,Shared,North Station,Fenway,3.23,5.0
Uber,Black,Financial District,Boston University,4.72,33.5
Uber,Black,Back Bay,Fenway,1.5,16.0
Lyft,Lyft,North End,North Station,1.06,7.0
Lyft,Lux,West End,North End,1.27,13.5
Lyft,Lux Black,North End,Beacon Hill,1.72,22.5
Uber,WAV,South Station,Back Bay,3.45,15.0
Uber,Black,South Station,Theatre District,0.55,15.5
Uber,Black SUV,North End,North Station,1.08,27.0
Lyft,Shared,Boston University,Beacon Hill,2.3,7.0
Uber,WAV,West End,North End,1.11,7.5
Uber,WAV,South Station,Back Bay,3.45,12.5
Uber,UberXL,Financial District,North End,1.22,11.5
Lyft,Lyft XL,Fenway,Theatre District,3.12,19.5
Uber,Black,West End,Haymarket Square,0.62,16.0
Uber,Black SUV,Boston University,West End,2.8,34.0
Lyft,Lux,North End,Financial District,1.03,13.5
Lyft,Shared,Beacon Hill,Northeastern University,2.45,7.0
Uber,UberPool,North Station,South Station,1.5,7.5
Uber,Black SUV,Theatre District,North End,1.41,26.0
Lyft,Lux Black XL,Theatre District,Haymarket Square,1.25,27.5
Uber,UberPool,Beacon Hill,North End,1.46,8.0
Uber,UberXL,Theatre District,North End,1.41,14.0
Lyft,Lyft,South Station,Financial District,0.46,7.0
Uber,UberPool,North End,Back Bay,2.84,10.0
Lyft,Shared,Theatre District,South Station,1.2,3.0
Uber,WAV,Theatre District,Boston University,2.98,12.5
Uber,Black SUV,North End,West End,1.03,26.0
Lyft,Shared,North End,Beacon Hill,1.55,5.0
Lyft,Lyft XL,South Station,Financial District,0.46,9.0
Lyft,Shared,Northeastern University,Theatre District,2.14,7.0
Lyft,Lux Black XL,Theatre District,South Station,1.05,27.5
Uber,UberX,North Station,Boston University,3.41,11.5
Uber,UberX,South Station,Beacon Hill,2.48,10.5
Lyft,Lyft,Fenway,Theatre District,3.09,10.5
Uber,Black SUV,West End,South Station,1.89,29.5
Lyft,Lyft XL,Haymarket Square,North Station,0.75,10.5
Uber,WAV,West End,Haymarket Square,0.92,8.5
Lyft,Lyft XL,South Station,Financial District,0.39,9.0
Lyft,Lyft XL,Theatre District,Northeastern University,2.01,13.5
Lyft,Lux Black XL,Back Bay,South Station,2.48,34.0
Lyft,Lux Black XL,South Station,West End,1.75,27.5
Uber,UberXL,Back Bay,Fenway,1.5,23.0
Uber,UberXL,Back Bay,South Station,3.44,17.0
Uber,Black,South Station,West End,2.14,18.0
Lyft,Lux Black XL,North End,Back Bay,2.64,34.0
Lyft,Shared,Northeastern University,Beacon Hill,2.44,7.0
Uber,UberX,North Station,Fenway,3.07,9.5
Uber,UberX,North End,Back Bay,2.33,12.0
Lyft,Lyft,Northeastern University,Beacon Hill,2.54,13.5
Lyft,Lux Black,Northeastern University,West End,3.11,22.5
Lyft,Lyft,North Station,Fenway,3.2,10.5
Uber,UberXL,Theatre District,South Station,1.3,17.0
Uber,UberXL,North Station,Northeastern University,3.22,19.5
Uber,WAV,Back Bay,Haymarket Square,1.85,11.5
Uber,WAV,Fenway,North Station,3.05,10.5
Lyft,Lux Black,North Station,Fenway,3.24,27.5
Uber,UberXL,Beacon Hill,Haymarket Square,0.91,13.0
Uber,Black SUV,Boston University,Back Bay,1.49,26.5
Uber,Black,Northeastern University,North Station,3.3,27.5
Uber,UberPool,North Station,Fenway,3.1,8.5
Uber,Black,Haymarket Square,West End,0.72,16.0
Lyft,Lux Black,North End,Financial District,0.96,16.5
Uber,WAV,North Station,Boston University,3.39,11.0
Uber,UberPool,Boston University,Theatre District,2.62,8.0
Uber,UberX,West End,South Station,1.71,9.0
Uber,Black SUV,Financial District,North End,1.04,26.0
Uber,UberXL,North Station,South Station,1.5,18.0
Lyft,Lyft,Northeastern University,Back Bay,1.07,7.0
Uber,UberXL,Haymarket Square,Beacon Hill,1.35,11.5
Lyft,Shared,Back Bay,Haymarket Square,1.99,7.0
Uber,UberPool,North End,Beacon Hill,1.35,7.5
Lyft,Shared,Beacon Hill,Haymarket Square,1.23,5.0
Uber,WAV,Financial District,North End,1.04,8.0
Uber,UberX,South Station,Beacon Hill,2.48,8.5
Lyft,Lyft XL,Back Bay,Haymarket Square,2.4,13.5
Uber,UberXL,Financial District,Haymarket Square,0.99,11.5
Uber,UberPool,Theatre District,South Station,1.3,6.5
Uber,UberX,North End,Theatre District,1.57,7.0
Uber,UberX,Theatre District,Haymarket Square,1.16,7.5
Lyft,Lyft,Financial District,South Station,0.6,7.0
Lyft,Lux Black XL,North Station,Northeastern University,3.22,38.5
Uber,Black SUV,Fenway,Theatre District,2.66,31.0
Lyft,Lyft XL,North Station,Haymarket Square,0.44,9.0
Lyft,Lux Black,Financial District,Haymarket Square,1.01,16.5
Lyft,Lux Black,Boston University,Beacon Hill,2.29,22.5
Lyft,Lux,Haymarket Square,Theatre District,1.65,16.5
Uber,UberPool,Theatre District,Northeastern University,1.91,10.0
Lyft,Shared,Northeastern University,Beacon Hill,2.46,3.0
Lyft,Shared,Fenway,West End,2.93,7.0
Uber,UberPool,Back Bay,Northeastern University,1.49,8.5
Lyft,Shared,North Station,Fenway,3.21,7.0
Uber,WAV,Haymarket Square,Financial District,1.25,8.5
Lyft,Lyft XL,Fenway,Theatre District,3.14,19.5
Lyft,Shared,South Station,Beacon Hill,2.38,7.0
Uber,UberXL,South Station,Back Bay,3.45,18.5
Uber,UberX,Northeastern University,Back Bay,1.22,7.5
Uber,UberXL,Financial District,North End,1.2,12.5
Lyft,Lyft XL,Financial District,North End,1.14,13.5
Lyft,Shared,West End,Boston University,3.13,3.0
Lyft,Lux Black XL,Back Bay,South Station,2.16,32.5
Uber,WAV,South Station,Theatre District,0.55,7.0
Lyft,Lyft XL,Beacon Hill,North End,1.88,16.5
Uber,UberX,North End,Beacon Hill,2.19,8.5
Lyft,Lux Black XL,Beacon Hill,Northeastern University,2.45,30.0
Lyft,Lyft,Beacon Hill,Fenway,2.4,10.5
Uber,Black,Back Bay,Haymarket Square,2.36,22.5
Uber,UberPool,Theatre District,Haymarket Square,1.16,7.5
Uber,UberXL,Haymarket Square,Back Bay,2.2,17.0
Lyft,Lyft,Fenway,West End,2.94,10.5
Uber,UberXL,Theatre District,Boston University,2.98,18.0
Uber,UberXL,Fenway,Beacon Hill,2.32,14.0
Lyft,Shared,Financial District,Haymarket Square,0.89,5.0
Lyft,Lyft,Beacon Hill,Fenway,2.45,10.5
Lyft,Lyft XL,North Station,Haymarket Square,0.57,9.0
Lyft,Lux Black,Boston University,North Station,3.21,26.0
Uber,UberPool,North Station,Boston University,3.39,10.0
Uber,UberX,Boston University,Beacon Hill,2.27,9.5
Lyft,Lyft,Fenway,Theatre District,3.27,11.0
Lyft,Lyft,North Station,South Station,1.69,9.0
Lyft,Lux Black XL,Back Bay,North End,2.9,38.5
Lyft,Lux Black XL,South Station,North Station,2.11,30.0
Uber,WAV,Fenway,West End,2.84,9.5
Lyft,Lyft,Haymarket Square,Beacon Hill,1.32,7.0
Lyft,Shared,West End,Fenway,2.82,7.0
Lyft,Lyft,North Station,Northeastern University,3.19,11.0
Lyft,Lyft XL,Boston University,West End,2.84,16.5
Lyft,Lux Black XL,North Station,Fenway,3.22,38.0
Lyft,Lyft,Financial District,Boston University,4.74,13.5
Uber,WAV,Haymarket Square,West End,0.72,7.0
Uber,WAV,Fenway,North Station,3.05,10.5
Lyft,Lux,North Station,Haymarket Square,0.55,13.5
Uber,UberPool,South Station,Back Bay,1.68,8.5
Lyft,Lyft XL,Boston University,Theatre District,4.96,52.5
Lyft,Lyft,Beacon Hill,South Station,2.51,10.5
Uber,UberXL,Northeastern University,Financial District,7.46,28.5
Lyft,Lux Black XL,Northeastern University,North Station,3.35,32.5
Lyft,Lyft XL,North Station,South Station,1.93,16.5
Uber,UberX,North End,Back Bay,3.17,10.5
Uber,WAV,North End,Theatre District,1.57,7.5
Uber,UberXL,Northeastern University,Back Bay,1.08,11.5
Lyft,Lyft XL,Financial District,South Station,0.61,9.0
Lyft,Lux,Northeastern University,Financial District,3.31,26.0
Uber,UberXL,Financial District,North End,1.04,13.5
Uber,UberX,Theatre District,Haymarket Square,1.16,8.5
Lyft,Lux,Beacon Hill,Haymarket Square,1.3,13.5
Uber,UberPool,Theatre District,Fenway,2.66,7.5
Lyft,Shared,North Station,Boston University,3.49,9.0
Lyft,Lyft XL,Northeastern University,Back Bay,1.07,13.5
Uber,WAV,North Station,Haymarket Square,0.49,7.0
Lyft,Shared,Haymarket Square,Back Bay,2.32,7.0
Lyft,Lux,Northeastern University,Financial District,4.39,27.5
Uber,WAV,Back Bay,South Station,3.44,12.5
Lyft,Lyft,Boston University,Financial District,5.41,13.5
Uber,WAV,Northeastern University,Beacon Hill,1.97,9.5
Uber,UberX,Beacon Hill,Boston University,2.79,9.5
Uber,Black,West End,Boston University,3.04,24.0
Lyft,Lux Black,North Station,North End,1.08,16.5
Uber,WAV,Boston University,North Station,3.01,11.5
Uber,UberX,North End,Beacon Hill,1.35,8.0
Lyft,Lux Black XL,Fenway,North Station,3.15,34.0
Uber,UberXL,Back Bay,Haymarket Square,2.04,16.0
Uber,WAV,Haymarket Square,North Station,0.56,7.0
Lyft,Lux Black XL,North Station,North End,1.13,27.5
Lyft,Lux Black XL,Boston University,Back Bay,1.49,27.5
Uber,UberXL,Haymarket Square,North Station,0.56,10.5
Uber,UberPool,Back Bay,Northeastern University,1.64,9.0
Uber,Black SUV,Northeastern University,Theatre District,1.8,29.5
Uber,Black SUV,North Station,Boston University,3.39,34.5
Lyft,Lux,Fenway,Beacon Hill,2.38,16.5
Lyft,Lux,Beacon Hill,Northeastern University,2.42,16.5
Uber,Black SUV,Haymarket Square,West End,0.72,27.0
Uber,UberXL,Theatre District,Northeastern University,2.81,16.0
Lyft,Lux Black XL,Northeastern University,Beacon Hill,2.51,30.0
Uber,Black,North End,North Station,1.08,15.5
Uber,Black SUV,Northeastern University,West End,3.2,30.5
Uber,Black SUV,Beacon Hill,Boston University,2.79,30.5
Uber,UberPool,Haymarket Square,Back Bay,2.2,13.0
Lyft,Lux,Haymarket Square,Back Bay,2.95,19.5
Lyft,Shared,Back Bay,Haymarket Square,2.37,7.0
Lyft,Lyft XL,South Station,Financial District,0.45,9.0
Lyft,Shared,Boston University,Financial District,5.35,9.0
Uber,UberPool,Boston University,Back Bay,1.41,8.5
Uber,WAV,North End,Back Bay,3.17,11.0
Lyft,Shared,North Station,North End,0.99,3.5
Lyft,Shared,Beacon Hill,North End,1.89,7.0
Lyft,Lux Black XL,North Station,Haymarket Square,0.54,26.0
Lyft,Lux Black XL,Theatre District,North End,1.56,26.0
Lyft,Shared,Theatre District,South Station,1.14,3.5
Uber,WAV,Northeastern University,West End,3.08,11.0
Uber,WAV,Theatre District,Haymarket Square,1.16,7.0
Lyft,Shared,Haymarket Square,Financial District,0.98,5.0
Uber,UberX,Fenway,North Station,3.05,10.5
Lyft,Lyft XL,North Station,Northeastern University,3.23,16.5
Uber,WAV,Fenway,Back Bay,1.34,7.0
Lyft,Shared,Boston University,Financial District,5.19,10.5
Lyft,Shared,Beacon Hill,Haymarket Square,1.18,5.0
Uber,UberPool,West End,Haymarket Square,0.61,7.5
Uber,UberXL,Boston University,West End,2.8,17.0
Lyft,Lux Black,West End,Boston University,3.09,26.0
Lyft,Lux Black XL,North End,North Station,1.03,26.0
Uber,UberX,Northeastern University,North Station,3.37,9.5
Uber,Black SUV,Theatre District,South Station,1.3,26.0
Lyft,Lux Black XL,Financial District,Fenway,4.37,45.5
Lyft,Lyft,South Station,Financial District,0.46,9.0
Uber,UberX,North Station,Haymarket Square,0.49,7.0
Uber,UberXL,South Station,Back Bay,6.26,20.5
Uber,Black SUV,Beacon Hill,Fenway,2.46,29.5
Uber,Black SUV,Northeastern University,West End,3.15,33.0
Uber,UberX,Back Bay,North End,2.73,11.5
Uber,UberPool,North Station,Haymarket Square,0.49,7.0
Uber,Black SUV,Northeastern University,Financial District,2.44,32.5
Lyft,Lyft,Boston University,Back Bay,1.47,7.0
Uber,UberX,Theatre District,Fenway,2.66,10.5
Lyft,Shared,Beacon Hill,Haymarket Square,1.35,3.0
Lyft,Shared,Northeastern University,Theatre District,2.15,7.0
Lyft,Lux Black XL,South Station,North Station,2.1,34.0
Uber,WAV,North Station,Boston University,3.39,9.5
Uber,UberX,Haymarket Square,Beacon Hill,1.35,8.0
Lyft,Lyft,Theatre District,North End,1.54,9.0
Uber,UberX,Boston University,Financial District,5.56,15.0
Lyft,Lyft,Back Bay,Fenway,1.46,7.0
Uber,WAV,West End,Boston University,2.78,10.5
Lyft,Lux Black XL,Back Bay,Haymarket Square,2.36,30.0
Uber,UberX,West End,North End,1.16,9.0
Uber,WAV,North Station,Fenway,3.07,9.5
Lyft,Lyft XL,South Station,Beacon Hill,2.37,16.5
Uber,UberX,Beacon Hill,Fenway,2.46,11.5
Lyft,Lux Black,South Station,North Station,2.06,22.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.35,27.5
Uber,Black,Northeastern University,Beacon Hill,1.92,19.5
Uber,UberPool,Financial District,Haymarket Square,0.99,8.5
Lyft,Lux,South Station,Back Bay,2.75,19.5
Lyft,Lux Black XL,Northeastern University,West End,3.08,38.5
Lyft,Lux Black XL,Northeastern University,Theatre District,2.13,34.0
Lyft,Lyft XL,Beacon Hill,Fenway,2.41,16.5
Uber,UberX,Fenway,West End,2.84,9.5
Uber,WAV,Theatre District,Haymarket Square,1.16,9.5
Lyft,Lux,Fenway,West End,3.49,22.5
Lyft,Lux Black XL,South Station,North Station,2.16,26.0
Uber,WAV,Financial District,Boston University,3.96,16.0
Uber,Black,Fenway,West End,2.84,21.0
Lyft,Lux Black,Boston University,Beacon Hill,2.27,22.5
Uber,UberX,Fenway,Financial District,4.48,13.5
Lyft,Lyft,Boston University,West End,2.87,10.5
Uber,UberXL,Haymarket Square,Back Bay,2.32,15.0
Lyft,Lux Black,West End,Fenway,2.85,22.5
Lyft,Lux Black XL,Northeastern University,West End,3.1,32.5
Uber,Black SUV,Boston University,Financial District,5.7,41.5
Uber,WAV,South Station,North Station,1.34,8.5
Uber,Black,Back Bay,Haymarket Square,2.3,19.5
Uber,Black SUV,Fenway,Back Bay,1.34,26.5
Lyft,Lyft,Northeastern University,North Station,3.37,11.0
Uber,WAV,North Station,Haymarket Square,0.49,7.0
Lyft,Shared,North End,North Station,1.04,3.5
Lyft,Shared,South Station,Beacon Hill,2.4,7.0
Lyft,Shared,Theatre District,Northeastern University,2.03,5.0
Lyft,Shared,Fenway,West End,2.94,7.0
Lyft,Lux Black XL,South Station,North Station,2.15,27.5
Lyft,Lyft XL,Back Bay,North End,2.51,16.5
Lyft,Lux Black,Fenway,Back Bay,1.43,16.5
Uber,Black,Northeastern University,Theatre District,1.81,18.0
Uber,UberX,West End,Fenway,2.72,10.5
Uber,WAV,Boston University,Back Bay,1.43,8.0
Lyft,Lyft XL,West End,Northeastern University,2.92,16.5
Lyft,Lyft XL,North Station,Northeastern University,3.25,19.5
Lyft,Lux Black XL,Financial District,Haymarket Square,1.01,27.5
Uber,WAV,Haymarket Square,Back Bay,2.32,9.5
Lyft,Lux Black XL,North End,North Station,1.64,34.0
Lyft,Lux,Haymarket Square,Theatre District,1.72,19.5
Lyft,Lux,South Station,West End,1.71,16.5
Lyft,Lux Black XL,North End,Back Bay,3.0,38.0
Lyft,Lux,Boston University,Theatre District,3.14,19.5
Lyft,Shared,South Station,Theatre District,0.65,5.0
Uber,Black SUV,Fenway,Back Bay,1.34,23.0
Uber,Black SUV,West End,Northeastern University,2.73,29.5
Lyft,Shared,Fenway,Beacon Hill,2.36,7.0
Lyft,Lux,Financial District,South Station,0.65,11.0
Lyft,Lux,Northeastern University,Back Bay,1.08,10.5
Uber,Black SUV,North End,Beacon Hill,1.51,27.5
Uber,WAV,West End,Boston University,3.04,10.5
Uber,UberX,Back Bay,Fenway,1.5,7.0
Uber,UberX,Theatre District,North End,1.41,9.5
Uber,UberX,Northeastern University,West End,3.08,10.5
Lyft,Lyft XL,North End,North Station,1.08,10.5
Lyft,Lux,Theatre District,Haymarket Square,1.26,13.5
Lyft,Shared,North Station,Fenway,3.22,10.5
Uber,Black,West End,North End,1.16,16.5
Lyft,Lux Black XL,West End,North End,1.18,26.0
Uber,Black SUV,Theatre District,Haymarket Square,1.16,28.5
Lyft,Lyft XL,Haymarket Square,Financial District,1.27,10.5
Lyft,Lyft XL,Beacon Hill,Fenway,2.37,13.5
Uber,Black,North Station,North End,1.03,16.0
Uber,Black,North End,Back Bay,2.35,26.0
Uber,Black SUV,Back Bay,Northeastern University,1.4,26.5
Uber,UberXL,Fenway,West End,2.84,17.0
Uber,Black,North End,West End,0.98,15.0
Uber,Black,Fenway,Theatre District,2.66,25.0
Lyft,Shared,West End,Fenway,2.85,7.0
Uber,UberXL,Beacon Hill,Northeastern University,3.1,16.0
Uber,Black,North End,North Station,0.94,15.0
Lyft,Lyft XL,South Station,West End,1.51,13.5
Lyft,Lux Black,Fenway,Beacon Hill,2.32,22.5
Lyft,Lux Black,Haymarket Square,Beacon Hill,1.35,22.5
Uber,UberXL,Theatre District,North End,1.41,13.5
Lyft,Lux Black,Fenway,North Station,3.12,27.5
Uber,UberXL,Fenway,Financial District,4.48,21.5
Uber,Black,North Station,Fenway,3.07,23.0
Uber,Black SUV,Back Bay,South Station,3.53,35.0
Lyft,Shared,Financial District,Boston University,4.57,5.0
Uber,UberXL,North Station,Haymarket Square,0.49,9.5
Uber,Black SUV,Theatre District,Haymarket Square,1.16,26.0
Lyft,Lux Black,North Station,Haymarket Square,0.54,16.5
Lyft,Lyft XL,Haymarket Square,Beacon Hill,1.38,13.5
Uber,WAV,Financial District,Boston University,4.72,16.0
Lyft,Lux Black XL,Beacon Hill,Boston University,2.62,30.0
Lyft,Lyft XL,Boston University,Theatre District,4.59,22.5
Uber,UberPool,Back Bay,South Station,3.53,12.5
Uber,WAV,North Station,Northeastern University,3.22,11.5
Uber,UberX,Theatre District,Boston University,2.98,10.5
Uber,WAV,Northeastern University,Theatre District,1.22,7.0
Lyft,Lux,North End,Theatre District,1.7,16.5
Uber,UberXL,West End,North End,1.16,10.5
Lyft,Lux Black XL,Boston University,Beacon Hill,2.26,27.5
Uber,UberXL,South Station,Financial District,0.39,9.5
Uber,UberPool,Northeastern University,West End,3.15,10.0
Uber,Black,Haymarket Square,Theatre District,1.61,16.0
Lyft,Lyft XL,Haymarket Square,North Station,0.76,11.0
Uber,UberX,West End,South Station,2.82,12.0
Uber,Black,Boston University,Theatre District,2.62,23.0
Lyft,Shared,Haymarket Square,Theatre District,1.74,7.0
Lyft,Lux Black XL,Financial District,Northeastern University,4.16,38.5
Uber,UberX,Haymarket Square,Back Bay,2.32,10.5
Lyft,Shared,Fenway,Beacon Hill,2.38,7.0
Lyft,Lux,North End,West End,1.06,13.5
Uber,UberX,West End,South Station,1.97,9.5
Uber,UberPool,North End,Beacon Hill,2.19,8.5
Uber,UberX,Haymarket Square,Financial District,1.25,8.0
Uber,Black,Theatre District,Boston University,2.98,25.5
Uber,Black,Northeastern University,North Station,3.42,23.5
Uber,UberPool,Beacon Hill,South Station,2.58,9.0
Uber,Black,North End,Back Bay,2.7,23.5
Lyft,Lux Black XL,West End,Boston University,3.13,34.0
Uber,UberX,Northeastern University,North Station,3.3,10.5
Uber,WAV,West End,South Station,2.8,10.5
Lyft,Lux Black,Fenway,West End,2.97,22.5
Uber,UberPool,Theatre District,South Station,1.3,10.0
Uber,Black SUV,Beacon Hill,North End,1.46,27.5
Uber,WAV,North End,Back Bay,7.34,16.0
Uber,WAV,Financial District,South Station,0.54,7.0
Lyft,Shared,Back Bay,North End,2.51,7.0
Uber,Black,Northeastern University,Beacon Hill,1.97,19.5
Uber,UberPool,Northeastern University,West End,3.58,10.0
Lyft,Lux Black,Haymarket Square,Beacon Hill,1.39,16.5
Lyft,Shared,North Station,Northeastern University,3.23,7.0
Uber,Black SUV,Back Bay,Haymarket Square,1.79,28.5
Uber,Black,North End,Back Bay,2.82,32.0
Uber,UberXL,West End,Boston University,3.04,20.5
Lyft,Lyft,South Station,West End,1.7,9.0
Uber,WAV,Theatre District,South Station,1.3,8.5
Uber,UberXL,West End,Northeastern University,2.88,19.5
Lyft,Lyft XL,North Station,Northeastern University,3.26,16.5
Uber,Black,North End,Beacon Hill,2.19,20.5
Uber,UberX,South Station,West End,2.14,8.0
Uber,WAV,West End,Northeastern University,2.86,8.5
Lyft,Lux Black,North End,Financial District,0.95,16.5
Uber,Black,North End,Back Bay,3.16,23.5
Lyft,Lyft XL,West End,Haymarket Square,0.71,9.0
Uber,UberX,Back Bay,Haymarket Square,2.3,9.5
Uber,Black,Boston University,Beacon Hill,2.27,22.5
Lyft,Lyft,Fenway,Beacon Hill,2.35,10.5
Lyft,Lux,Northeastern University,North Station,3.29,19.5
Uber,WAV,North End,North Station,1.08,8.0
Uber,UberX,Financial District,Haymarket Square,0.99,7.0
Lyft,Lyft,Haymarket Square,North Station,0.73,7.0
Uber,UberX,Haymarket Square,Financial District,1.25,7.0
Uber,Black,Beacon Hill,Boston University,2.79,21.0
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.4,27.5
Uber,WAV,Northeastern University,North Station,3.3,11.5
Lyft,Lyft,West End,Fenway,2.86,11.0
Uber,UberX,West End,South Station,2.82,9.5
Lyft,Lux,Theatre District,Haymarket Square,1.27,13.5
Lyft,Lyft,North Station,North End,0.99,7.0
Uber,UberXL,Back Bay,South Station,3.44,17.0
Uber,Black,Financial District,Northeastern University,4.54,29.0
Uber,UberPool,Haymarket Square,West End,0.72,7.5
Lyft,Lyft XL,South Station,Back Bay,1.33,13.5
Uber,UberPool,Fenway,Theatre District,2.66,13.0
Lyft,Lux,Boston University,Financial District,5.45,27.5
Uber,WAV,Financial District,South Station,0.63,7.0
Uber,UberXL,Haymarket Square,North Station,0.56,10.5
Lyft,Lyft,Haymarket Square,Financial District,0.97,7.0
Lyft,Lyft,Theatre District,Boston University,2.96,10.5
Lyft,Lux Black,Theatre District,Northeastern University,2.0,22.5
Uber,UberX,West End,North End,1.16,7.0
Uber,Black,Northeastern University,West End,3.08,25.0
Uber,WAV,Back Bay,North End,2.74,10.5
Lyft,Lux Black,North End,Back Bay,3.01,26.0
Lyft,Lyft XL,North End,Financial District,1.27,10.5
Uber,UberXL,Northeastern University,Beacon Hill,2.56,15.0
Uber,WAV,Beacon Hill,Northeastern University,2.61,9.5
Uber,Black,Beacon Hill,Boston University,2.79,20.5
Uber,UberXL,North End,Financial District,1.21,11.5
Uber,WAV,Fenway,Back Bay,1.34,7.5
Lyft,Shared,North End,North Station,1.07,5.0
Lyft,Lyft XL,North End,Back Bay,2.99,22.5
Lyft,Lyft,Beacon Hill,Northeastern University,2.44,9.0
Uber,Black,South Station,North Station,1.61,28.0
Lyft,Lyft,North End,West End,1.09,7.0
Uber,WAV,North End,Theatre District,1.59,11.5
Lyft,Lux Black XL,Beacon Hill,Northeastern University,2.35,30.0
Lyft,Lux Black XL,Haymarket Square,Financial District,1.27,27.5
Lyft,Lux Black XL,North End,Back Bay,2.98,42.5
Uber,UberX,Theatre District,North End,1.41,8.5
Uber,WAV,Back Bay,Northeastern University,1.34,8.0
Lyft,Lux Black,Northeastern University,North Station,3.33,26.0
Uber,WAV,Financial District,Haymarket Square,1.0,7.0
Uber,UberXL,Theatre District,Northeastern University,1.91,15.0
Lyft,Shared,Beacon Hill,Haymarket Square,1.38,3.0
Uber,Black SUV,South Station,West End,2.14,27.5
Uber,UberX,Northeastern University,Theatre District,1.8,9.5
Lyft,Lyft,South Station,Theatre District,0.61,9.0
Lyft,Lyft XL,Fenway,North Station,3.18,16.5
Uber,Black SUV,Beacon Hill,North End,1.46,27.5
Lyft,Lyft,Northeastern University,North Station,3.34,11.0
Uber,Black SUV,West End,South Station,1.97,29.5
Uber,Black SUV,West End,Fenway,2.72,32.5
Uber,Black SUV,North End,Beacon Hill,1.45,27.5
Uber,UberX,Theatre District,Northeastern University,2.81,8.5
Uber,UberPool,South Station,Financial District,0.47,5.5
Uber,WAV,Financial District,South Station,0.54,7.0
Lyft,Lyft,South Station,Financial District,0.46,7.0
Uber,Black,Fenway,West End,2.84,22.5
Uber,UberPool,Theatre District,Fenway,2.66,9.0
Lyft,Shared,Beacon Hill,North End,1.68,3.0
Uber,Black,Northeastern University,North Station,3.37,24.0
Uber,UberPool,Northeastern University,Financial District,7.46,15.0
Lyft,Lux Black,South Station,Theatre District,0.65,22.5
Lyft,Shared,Boston University,Theatre District,4.78,10.5
Uber,UberX,Northeastern University,Financial District,3.3,11.5
Lyft,Lux Black,Beacon Hill,Northeastern University,2.44,22.5
Lyft,Shared,Boston University,West End,2.9,9.0
Lyft,Lux Black,North End,Financial District,1.27,16.5
Uber,Black SUV,North End,Back Bay,3.16,32.5
Uber,WAV,North End,Beacon Hill,1.87,9.5
Uber,Black,Boston University,Financial District,4.44,31.5
Uber,WAV,North End,North Station,0.9,8.5
Uber,UberX,Northeastern University,Financial District,7.46,16.0
Uber,UberX,West End,South Station,1.26,10.5
Uber,Black SUV,South Station,Beacon Hill,2.48,28.5
Lyft,Lyft,South Station,Financial District,0.48,7.0
Uber,Black,West End,North End,1.11,16.0
Uber,UberXL,West End,Fenway,2.72,16.0
Uber,Black,Theatre District,Haymarket Square,1.16,18.5
Uber,UberPool,Northeastern University,Theatre District,1.8,9.5
Uber,Black,North End,West End,1.23,16.0
Uber,WAV,Haymarket Square,Theatre District,1.61,8.0
Lyft,Lux Black,Back Bay,Boston University,1.49,16.5
Lyft,Lux Black XL,Back Bay,North End,2.52,34.0
Uber,Black SUV,Back Bay,North End,2.73,33.5
Lyft,Lux Black XL,Haymarket Square,Beacon Hill,1.24,26.0
Uber,WAV,Northeastern University,Theatre District,1.22,7.0
Uber,UberXL,North Station,Haymarket Square,0.49,8.5
Lyft,Lyft XL,Theatre District,Fenway,2.69,16.5
Lyft,Lux Black XL,West End,South Station,1.87,30.0
Lyft,Lyft,Northeastern University,Back Bay,1.07,7.0
Lyft,Lux Black,Beacon Hill,Boston University,2.62,26.0
Uber,WAV,North End,West End,1.23,7.5
Lyft,Lux Black XL,Boston University,Back Bay,1.44,34.0
Lyft,Lux Black XL,North Station,Fenway,3.22,38.5
