price,location
78,Harlem
100,Hell's Kitchen
160,Midtown
330,Theater District
185,Midtown
50,Inwood
110,Hell's Kitchen
199,Hell's Kitchen
450,Chelsea
39,Kips Bay
100,Midtown
159,Harlem
90,Harlem
80,Hell's Kitchen
120,Harlem
300,Hell's Kitchen
119,Two Bridges
499,Tribeca
499,Tribeca
92,East Village
129,Flatiron District
95,East Harlem
65,Harlem
225,West Village
68,Chinatown
180,Harlem
68,Harlem
150,Murray Hill
199,East Village
80,Upper East Side
145,Morningside Heights
150,Gramercy
225,Upper West Side
220,Midtown
90,East Village
240,Lower East Side
250,Lower East Side
170,Lower East Side
80,East Harlem
235,Upper East Side
140,Midtown
250,Hell's Kitchen
101,Lower East Side
85,Morningside Heights
140,Upper East Side
140,Upper East Side
140,Upper East Side
125,Inwood
125,Midtown
60,Harlem
95,Harlem
50,East Harlem
105,Harlem
65,Hell's Kitchen
255,Midtown
30,Upper West Side
88,Chelsea
70,Midtown
94,Battery Park City
150,Kips Bay
450,Tribeca
490,Tribeca
160,Lower East Side
280,East Village
140,Lower East Side
175,Upper West Side
32,Harlem
100,Murray Hill
230,Chelsea
416,Lower East Side
38,Washington Heights
225,Inwood
200,Hell's Kitchen
100,Gramercy
545,Upper West Side
125,West Village
155,East Village
95,Harlem
173,Harlem
135,East Village
175,East Harlem
300,Hell's Kitchen
99,Washington Heights
65,Harlem
109,Hell's Kitchen
375,Chelsea
90,Harlem
90,Harlem
150,Upper East Side
120,Financial District
48,Harlem
339,Kips Bay
40,Inwood
265,NoHo
155,Harlem
100,Upper East Side
120,Midtown
52,Washington Heights
200,Gramercy
220,Chelsea
79,Upper East Side
49,Harlem
150,Gramercy
200,Murray Hill
69,Lower East Side
60,Harlem
55,Inwood
100,East Harlem
149,Gramercy
69,East Harlem
150,East Village
110,Washington Heights
150,East Village
169,Upper East Side
145,Upper West Side
90,East Village
110,Midtown
188,Kips Bay
275,Upper East Side
189,Midtown
120,Hell's Kitchen
75,Upper East Side
84,Chelsea
295,Hell's Kitchen
220,Midtown
89,East Harlem
130,East Harlem
175,Two Bridges
400,Little Italy
160,Lower East Side
250,Murray Hill
148,East Village
65,Harlem
70,Inwood
115,East Harlem
399,East Village
100,Upper East Side
495,Greenwich Village
120,Harlem
145,Upper East Side
125,Upper West Side
350,Upper East Side
145,Midtown
300,Upper East Side
300,Upper East Side
99,East Village
150,East Village
25,Washington Heights
329,Murray Hill
365,Murray Hill
150,Lower East Side
850,West Village
225,Upper East Side
90,Morningside Heights
295,NoHo
65,Harlem
225,West Village
100,Upper West Side
495,NoHo
112,Flatiron District
160,Chinatown
95,Midtown
169,SoHo
115,Upper East Side
127,Chelsea
160,Kips Bay
180,Hell's Kitchen
130,Lower East Side
63,Chelsea
145,Murray Hill
135,Little Italy
145,Upper East Side
150,Midtown
65,Harlem
159,Greenwich Village
210,Midtown
47,Harlem
99,Upper East Side
189,East Village
123,West Village
339,Midtown
92,Chinatown
180,Chelsea
93,Upper West Side
80,East Harlem
69,Little Italy
105,East Harlem
500,Upper East Side
300,Lower East Side
60,Upper West Side
172,Hell's Kitchen
240,Kips Bay
165,Upper West Side
140,Washington Heights
125,Harlem
295,Hell's Kitchen
127,Lower East Side
149,East Harlem
169,Midtown
395,East Village
75,East Village
60,East Harlem
179,Harlem
120,Washington Heights
125,Washington Heights
62,Chinatown
39,Harlem
110,SoHo
81,Lower East Side
68,Two Bridges
409,Kips Bay
95,Upper West Side
240,Upper East Side
200,Hell's Kitchen
225,Lower East Side
145,Chinatown
100,Upper East Side
75,Washington Heights
89,Washington Heights
80,Chelsea
130,Chinatown
90,Upper West Side
75,Hell's Kitchen
450,Kips Bay
130,Financial District
479,Upper East Side
170,Midtown
126,Upper East Side
159,East Village
150,Chelsea
83,Upper East Side
158,Lower East Side
89,Upper East Side
98,Upper East Side
305,Murray Hill
75,Hell's Kitchen
70,Hell's Kitchen
200,Nolita
96,Chelsea
250,Gramercy
220,Midtown
175,NoHo
150,Harlem
165,Gramercy
55,Harlem
175,Upper East Side
70,Roosevelt Island
100,Lower East Side
245,West Village
53,East Harlem
95,East Village
300,Two Bridges
400,Harlem
199,Greenwich Village
194,East Harlem
105,Upper West Side
187,Midtown
250,Greenwich Village
110,Lower East Side
185,Chelsea
45,Upper West Side
374,Midtown
115,Harlem
75,Hell's Kitchen
90,Washington Heights
120,Midtown
120,Midtown
137,Midtown
163,Midtown
153,Midtown
120,Midtown
137,Midtown
120,Midtown
163,Midtown
153,Midtown
137,Midtown
120,Midtown
208,Midtown
153,Midtown
163,Midtown
400,Hell's Kitchen
400,East Village
245,Harlem
220,Civic Center
110,Gramercy
175,Harlem
81,Harlem
75,Hell's Kitchen
200,West Village
108,Midtown
105,Harlem
147,Harlem
80,Chinatown
80,East Harlem
220,Lower East Side
119,Two Bridges
178,East Village
175,Upper West Side
150,Upper West Side
325,East Village
250,East Harlem
175,West Village
280,West Village
120,Upper West Side
172,Chelsea
30,East Harlem
160,Two Bridges
300,Washington Heights
90,Hell's Kitchen
375,Hell's Kitchen
89,East Village
60,Harlem
99,Harlem
270,Harlem
110,Lower East Side
129,Hell's Kitchen
139,Theater District
129,Hell's Kitchen
30,Upper West Side
200,East Village
65,Harlem
39,Harlem
199,Chelsea
240,Murray Hill
45,Harlem
170,Stuyvesant Town
150,Tribeca
80,Upper West Side
2990,Nolita
140,Lower East Side
179,Financial District
187,Financial District
182,Financial District
72,Upper West Side
250,West Village
339,Midtown
269,Midtown
269,Midtown
269,Midtown
180,Midtown
200,Hell's Kitchen
63,Midtown
65,Harlem
300,Hell's Kitchen
199,East Harlem
100,Inwood
105,Hell's Kitchen
125,Upper East Side
148,Upper East Side
1000,East Village
159,Upper East Side
50,East Harlem
600,East Village
100,East Village
80,Upper East Side
70,East Harlem
70,Inwood
75,Upper West Side
120,Upper East Side
210,Chinatown
80,Financial District
65,Harlem
65,Harlem
39,Harlem
620,Midtown
200,SoHo
48,Washington Heights
74,East Harlem
215,East Village
140,East Harlem
175,East Village
60,East Harlem
119,East Village
125,Upper East Side
89,Hell's Kitchen
240,Tribeca
260,Upper West Side
78,East Village
100,Midtown
110,Hell's Kitchen
119,Greenwich Village
89,Chelsea
399,Upper East Side
275,Washington Heights
140,Little Italy
100,East Harlem
649,Little Italy
85,Harlem
412,Kips Bay
412,Kips Bay
412,Kips Bay
70,Harlem
99,Harlem
54,Harlem
148,Chinatown
65,East Harlem
100,Upper East Side
265,Financial District
250,Upper West Side
130,SoHo
225,Hell's Kitchen
650,East Village
500,East Village
750,East Village
165,Upper East Side
125,Hell's Kitchen
264,West Village
160,Midtown
185,Midtown
180,West Village
339,Midtown
158,Battery Park City
99,Midtown
115,East Village
250,Chelsea
55,Harlem
100,Harlem
80,East Harlem
100,East Harlem
300,Hell's Kitchen
339,Midtown
150,SoHo
120,Hell's Kitchen
288,Hell's Kitchen
195,Upper West Side
200,Midtown
190,Upper East Side
275,Lower East Side
199,Nolita
54,Harlem
153,Upper West Side
95,Upper West Side
159,Greenwich Village
300,West Village
200,Nolita
55,Washington Heights
150,Upper East Side
70,Chelsea
165,East Harlem
100,Chinatown
299,Hell's Kitchen
299,Hell's Kitchen
225,Hell's Kitchen
95,Upper West Side
149,Lower East Side
200,West Village
175,Harlem
100,Upper East Side
350,Midtown
235,Hell's Kitchen
250,Greenwich Village
115,East Village
100,Harlem
89,Lower East Side
300,Chinatown
220,East Village
265,Upper West Side
150,Lower East Side
150,Chelsea
55,Upper West Side
70,Upper West Side
65,Upper West Side
310,East Village
80,East Harlem
250,East Harlem
120,Hell's Kitchen
299,Upper West Side
975,Lower East Side
125,Washington Heights
170,Upper East Side
89,Lower East Side
168,Upper East Side
150,Washington Heights
120,Inwood
195,East Harlem
450,Harlem
50,Washington Heights
220,Roosevelt Island
120,East Village
110,Harlem
299,Midtown
90,Chinatown
150,East Village
60,Harlem
190,Chelsea
145,Upper West Side
50,Inwood
100,Morningside Heights
120,Midtown
290,Lower East Side
545,East Village
10,Kips Bay
175,Upper East Side
95,Upper West Side
199,Murray Hill
165,Harlem
175,Harlem
300,Midtown
150,Upper East Side
299,Upper East Side
185,NoHo
139,Financial District
80,Chinatown
89,East Village
68,East Harlem
185,SoHo
116,Hell's Kitchen
90,Upper West Side
125,Midtown
125,Kips Bay
125,Murray Hill
85,Upper West Side
300,Hell's Kitchen
235,Hell's Kitchen
60,Lower East Side
247,Harlem
145,Financial District
209,Financial District
101,East Village
65,Hell's Kitchen
250,Midtown
140,East Harlem
200,Murray Hill
100,Harlem
175,Financial District
75,Harlem
45,Washington Heights
160,Hell's Kitchen
205,SoHo
75,Upper East Side
32,Lower East Side
119,Harlem
129,East Village
51,East Harlem
75,Washington Heights
160,Washington Heights
199,Upper East Side
170,Midtown
175,West Village
400,Midtown
75,Harlem
80,Harlem
150,Lower East Side
260,East Village
80,Harlem
139,Upper West Side
59,Lower East Side
112,Upper West Side
180,Upper West Side
415,Hell's Kitchen
60,East Village
110,Hell's Kitchen
50,Washington Heights
95,East Village
300,Harlem
69,East Harlem
120,Hell's Kitchen
140,Harlem
139,Hell's Kitchen
80,Upper West Side
295,East Village
76,East Harlem
65,East Harlem
650,East Village
44,Harlem
200,Hell's Kitchen
160,Lower East Side
57,Harlem
120,Hell's Kitchen
92,Harlem
200,Greenwich Village
89,Greenwich Village
95,Upper East Side
80,Harlem
235,Washington Heights
400,Upper West Side
130,Financial District
125,West Village
97,Two Bridges
175,Kips Bay
59,Washington Heights
180,Hell's Kitchen
170,Upper East Side
182,Financial District
65,Washington Heights
165,West Village
122,Harlem
210,SoHo
80,East Harlem
147,Greenwich Village
200,Kips Bay
190,Hell's Kitchen
150,Upper West Side
75,Washington Heights
180,Upper West Side
344,Harlem
142,East Village
160,Upper West Side
200,Kips Bay
182,Financial District
65,Harlem
250,East Harlem
250,Greenwich Village
224,Hell's Kitchen
180,Midtown
1195,Midtown
175,Chelsea
50,East Harlem
50,Washington Heights
110,Little Italy
137,Upper West Side
150,Washington Heights
75,Harlem
136,East Village
120,Upper West Side
70,Harlem
160,SoHo
300,East Village
215,Greenwich Village
795,Chelsea
185,Hell's Kitchen
330,East Village
79,Harlem
1200,Tribeca
295,Financial District
175,Upper West Side
105,Harlem
175,East Village
224,East Village
94,Hell's Kitchen
160,Harlem
199,Upper East Side
85,Harlem
90,East Harlem
1500,West Village
180,East Harlem
225,Upper West Side
170,Chelsea
350,Hell's Kitchen
300,East Harlem
170,Chinatown
125,East Harlem
175,East Village
139,Lower East Side
89,Nolita
2500,Harlem
105,Upper West Side
198,Hell's Kitchen
206,East Village
220,Tribeca
170,East Village
150,East Harlem
50,Washington Heights
170,Harlem
200,Upper East Side
140,Tribeca
128,East Village
150,East Village
80,Harlem
140,Hell's Kitchen
100,Lower East Side
176,Gramercy
90,Harlem
120,Hell's Kitchen
65,East Harlem
180,Upper East Side
191,East Harlem
100,Harlem
43,Harlem
95,Upper West Side
200,Hell's Kitchen
190,Midtown
150,Harlem
239,Hell's Kitchen
159,Lower East Side
130,Harlem
250,East Harlem
699,Little Italy
225,Upper West Side
140,East Village
200,East Harlem
112,East Harlem
294,Upper West Side
89,East Village
70,Upper East Side
90,Midtown
160,Gramercy
150,East Harlem
100,Harlem
400,Financial District
180,Upper East Side
169,Financial District
390,Hell's Kitchen
600,Chelsea
65,Greenwich Village
89,West Village
149,Inwood
182,Nolita
95,Inwood
130,Hell's Kitchen
99,East Harlem
200,East Village
100,West Village
120,Upper East Side
199,Hell's Kitchen
50,East Harlem
175,Midtown
165,East Village
100,Little Italy
44,Harlem
149,Inwood
50,Washington Heights
50,Washington Heights
156,Hell's Kitchen
197,Greenwich Village
250,Gramercy
199,Midtown
85,East Harlem
100,East Village
80,Harlem
339,Midtown
175,Hell's Kitchen
75,Harlem
35,Upper West Side
399,Upper East Side
269,Hell's Kitchen
200,Harlem
50,Harlem
410,Greenwich Village
55,Washington Heights
155,Chinatown
225,Hell's Kitchen
450,Tribeca
100,Little Italy
110,Little Italy
350,East Village
1000,Upper East Side
145,Gramercy
68,Chelsea
85,Hell's Kitchen
130,Harlem
425,Upper East Side
85,Harlem
200,Chelsea
150,East Village
120,West Village
89,Nolita
100,Chelsea
99,Chelsea
150,Harlem
175,West Village
47,Washington Heights
160,West Village
125,Hell's Kitchen
81,Washington Heights
80,Lower East Side
55,SoHo
55,Hell's Kitchen
120,Washington Heights
190,East Village
99,Upper West Side
500,Hell's Kitchen
69,Hell's Kitchen
99,Hell's Kitchen
65,Hell's Kitchen
65,Hell's Kitchen
115,East Harlem
123,Upper West Side
300,Greenwich Village
120,Upper West Side
140,Upper West Side
125,Kips Bay
90,Upper East Side
195,Upper West Side
325,West Village
180,Harlem
149,Upper West Side
149,Upper West Side
160,Midtown
182,Upper West Side
175,West Village
179,Chelsea
136,Hell's Kitchen
235,Harlem
249,Midtown
150,Midtown
165,Upper East Side
225,Financial District
499,Kips Bay
115,Washington Heights
43,Washington Heights
120,Washington Heights
299,Hell's Kitchen
115,SoHo
149,Upper East Side
177,Murray Hill
180,Upper East Side
65,Washington Heights
200,Chinatown
185,Kips Bay
398,East Village
62,Hell's Kitchen
100,East Village
83,East Harlem
85,Upper West Side
69,Hell's Kitchen
65,Hell's Kitchen
99,Hell's Kitchen
70,Hell's Kitchen
100,Hell's Kitchen
110,Gramercy
98,Upper West Side
98,Upper West Side
186,West Village
97,Upper West Side
98,Upper West Side
62,Hell's Kitchen
62,Hell's Kitchen
138,Upper East Side
65,Harlem
350,East Village
200,Financial District
90,East Harlem
80,Harlem
220,Upper West Side
179,Financial District
124,East Village
55,Harlem
131,Midtown
95,East Village
80,NoHo
45,Harlem
189,Upper East Side
70,Harlem
120,Murray Hill
56,Harlem
52,Harlem
250,West Village
159,East Village
186,Midtown
99,Harlem
90,Upper West Side
149,East Village
80,Harlem
43,Harlem
55,Hell's Kitchen
54,Hell's Kitchen
80,Financial District
140,East Village
250,Hell's Kitchen
499,Hell's Kitchen
111,Upper East Side
160,Chinatown
150,Hell's Kitchen
60,Upper West Side
230,Lower East Side
200,East Village
125,Upper West Side
60,Hell's Kitchen
62,Hell's Kitchen
195,West Village
85,Washington Heights
211,Upper East Side
100,Hell's Kitchen
125,Morningside Heights
62,Hell's Kitchen
62,Hell's Kitchen
105,Harlem
100,Chinatown
122,Chinatown
299,Chelsea
90,Chinatown
45,SoHo
160,East Village
69,Hell's Kitchen
180,Harlem
34,East Harlem
195,Hell's Kitchen
70,East Harlem
60,East Village
120,Upper East Side
550,Upper West Side
88,Washington Heights
65,Harlem
125,Upper East Side
110,East Harlem
134,Hell's Kitchen
250,Midtown
75,Morningside Heights
110,Harlem
150,Upper East Side
275,Tribeca
184,Murray Hill
129,SoHo
119,SoHo
119,SoHo
40,Washington Heights
65,Harlem
70,Morningside Heights
190,East Harlem
800,Harlem
35,Hell's Kitchen
39,Hell's Kitchen
115,Upper West Side
195,Upper East Side
85,Harlem
109,Harlem
45,Harlem
100,Washington Heights
125,Upper East Side
850,Greenwich Village
169,Upper West Side
299,Harlem
175,SoHo
120,Upper East Side
90,Greenwich Village
98,Hell's Kitchen
50,Washington Heights
393,SoHo
90,Washington Heights
125,Upper East Side
95,Inwood
75,Lower East Side
220,Lower East Side
125,Upper East Side
99,Hell's Kitchen
200,East Village
230,West Village
97,Harlem
350,Upper West Side
209,West Village
125,Harlem
125,Harlem
50,West Village
300,West Village
100,Greenwich Village
59,Washington Heights
550,SoHo
350,Chelsea
129,Greenwich Village
109,Upper West Side
52,Harlem
200,Greenwich Village
90,Chinatown
82,Harlem
85,Inwood
95,Upper East Side
85,East Village
65,Hell's Kitchen
155,Hell's Kitchen
90,East Village
250,Morningside Heights
189,Upper East Side
280,East Village
175,Murray Hill
64,Hell's Kitchen
150,East Village
80,Upper East Side
145,Lower East Side
102,Hell's Kitchen
750,Midtown
289,Greenwich Village
200,Financial District
131,East Village
250,East Village
85,Upper East Side
156,Chinatown
112,Harlem
169,East Harlem
131,Financial District
125,East Village
60,Harlem
155,Hell's Kitchen
187,Murray Hill
249,Upper East Side
90,Harlem
499,Gramercy
99,Upper East Side
75,Upper East Side
58,Washington Heights
369,Hell's Kitchen
150,Hell's Kitchen
219,Financial District
309,Financial District
650,Financial District
80,Hell's Kitchen
65,Hell's Kitchen
150,Upper East Side
65,Washington Heights
91,Little Italy
170,Upper East Side
220,Upper East Side
120,Midtown
80,East Harlem
80,East Harlem
200,West Village
59,Washington Heights
50,Inwood
295,Upper West Side
265,Upper West Side
80,East Harlem
85,Financial District
250,Harlem
67,Harlem
69,Harlem
75,Upper East Side
350,Midtown
135,Harlem
120,Hell's Kitchen
99,Hell's Kitchen
80,Upper East Side
200,Murray Hill
85,East Harlem
79,Lower East Side
100,Harlem
125,Hell's Kitchen
450,SoHo
225,Lower East Side
55,Harlem
120,Hell's Kitchen
599,Midtown
70,Washington Heights
80,Harlem
125,Harlem
180,Midtown
110,Upper East Side
99,East Village
149,Harlem
55,Hell's Kitchen
65,Hell's Kitchen
119,Upper West Side
1500,Flatiron District
150,Upper East Side
55,Hell's Kitchen
90,Hell's Kitchen
125,Inwood
120,East Village
90,Morningside Heights
85,Theater District
69,Lower East Side
99,Chinatown
200,Lower East Side
139,East Village
180,Lower East Side
220,East Village
150,Harlem
225,Greenwich Village
210,Midtown
299,Upper East Side
99,Hell's Kitchen
150,West Village
250,Washington Heights
179,East Village
465,Midtown
300,Midtown
199,East Village
200,Greenwich Village
59,East Harlem
299,East Village
80,East Village
76,Upper West Side
139,Harlem
250,Harlem
69,Harlem
255,Chelsea
85,Harlem
52,Upper West Side
76,Upper West Side
63,Harlem
90,Harlem
91,Battery Park City
150,Greenwich Village
225,Upper West Side
50,Chelsea
250,Harlem
130,Hell's Kitchen
90,Washington Heights
500,Midtown
120,Upper East Side
120,Upper East Side
110,Upper East Side
89,East Village
81,Lower East Side
80,Hell's Kitchen
140,East Village
120,East Harlem
128,Financial District
125,Upper East Side
195,Upper West Side
110,East Village
154,Chinatown
99,Upper East Side
80,Harlem
189,Gramercy
189,Upper East Side
179,Flatiron District
200,West Village
490,West Village
100,Harlem
145,Murray Hill
345,Harlem
150,Upper West Side
125,East Village
109,Nolita
120,Nolita
110,Hell's Kitchen
110,Hell's Kitchen
115,Hell's Kitchen
105,Hell's Kitchen
119,Upper West Side
199,Greenwich Village
174,East Village
130,East Village
102,Harlem
92,Chelsea
157,Midtown
94,Nolita
88,East Village
56,East Village
150,Kips Bay
244,Hell's Kitchen
180,Midtown
225,Flatiron District
96,Washington Heights
120,Hell's Kitchen
150,Upper East Side
125,Harlem
140,Midtown
90,Harlem
260,East Village
350,West Village
129,West Village
111,East Village
60,Harlem
300,Chelsea
150,West Village
149,Theater District
33,Harlem
100,Theater District
75,Hell's Kitchen
300,East Village
90,Harlem
300,West Village
45,Hell's Kitchen
50,East Harlem
80,Lower East Side
45,Hell's Kitchen
150,Hell's Kitchen
125,Upper East Side
110,Lower East Side
65,Harlem
113,East Harlem
74,Lower East Side
125,Gramercy
190,Lower East Side
67,Upper West Side
146,Upper West Side
150,Chelsea
250,Midtown
150,East Village
104,Harlem
250,Hell's Kitchen
125,Harlem
425,Chelsea
58,East Village
180,Hell's Kitchen
75,Hell's Kitchen
280,Theater District
62,Harlem
75,Hell's Kitchen
75,Hell's Kitchen
75,Hell's Kitchen
140,Washington Heights
71,Inwood
199,Civic Center
150,Harlem
100,East Harlem
140,Nolita
150,East Village
200,Greenwich Village
79,Upper West Side
350,Upper West Side
40,Washington Heights
1250,SoHo
99,Upper East Side
150,Upper East Side
115,Upper East Side
200,Greenwich Village
59,West Village
100,East Village
93,Chinatown
60,East Harlem
350,Upper West Side
80,East Harlem
450,Midtown
130,Harlem
151,Upper West Side
115,Chelsea
200,Financial District
250,West Village
160,East Village
329,Chelsea
135,Hell's Kitchen
275,East Village
100,Midtown
86,Upper East Side
200,Midtown
100,East Village
50,Upper West Side
106,Inwood
195,Upper West Side
700,Hell's Kitchen
275,East Harlem
137,Lower East Side
185,Kips Bay
52,Harlem
39,Hell's Kitchen
155,Chelsea
90,East Harlem
165,Hell's Kitchen
49,Harlem
165,Chelsea
100,Harlem
89,West Village
139,Financial District
230,Chelsea
185,East Harlem
175,Chelsea
250,East Village
225,West Village
60,Morningside Heights
200,Hell's Kitchen
175,Upper West Side
75,SoHo
149,Chelsea
147,Upper East Side
75,Washington Heights
120,Hell's Kitchen
195,Harlem
89,East Harlem
110,Kips Bay
120,Upper East Side
120,Upper East Side
80,Harlem
699,Midtown
699,Midtown
699,Midtown
699,Midtown
699,Midtown
699,Midtown
699,Midtown
699,Midtown
699,Midtown
737,Midtown
737,Midtown
737,Midtown
737,Midtown
737,Midtown
737,Midtown
737,Midtown
699,Midtown
699,Midtown
737,Midtown
737,Midtown
50,East Village
55,Hell's Kitchen
125,Midtown
112,Harlem
81,East Village
110,Hell's Kitchen
110,Hell's Kitchen
115,Hell's Kitchen
105,Hell's Kitchen
120,West Village
118,Gramercy
99,Upper East Side
220,Nolita
90,East Harlem
85,Hell's Kitchen
120,Harlem
40,Harlem
195,Inwood
150,West Village
120,Chelsea
350,Upper East Side
98,East Harlem
98,East Village
180,Upper East Side
300,Nolita
199,Kips Bay
90,Harlem
40,Harlem
80,East Village
239,Chelsea
232,Chelsea
175,Murray Hill
200,Chelsea
150,Hell's Kitchen
180,Hell's Kitchen
525,Financial District
99,Upper East Side
200,Hell's Kitchen
90,East Harlem
85,East Harlem
220,East Harlem
140,Kips Bay
126,Harlem
65,Harlem
199,East Harlem
80,East Harlem
195,Harlem
350,Chinatown
190,West Village
65,Upper West Side
180,Chinatown
225,Chelsea
150,Harlem
144,Hell's Kitchen
120,Midtown
160,Tribeca
150,Harlem
160,Gramercy
128,East Harlem
240,Chelsea
106,East Harlem
450,East Village
799,Murray Hill
160,Upper East Side
77,Chelsea
299,Upper West Side
285,Hell's Kitchen
124,Little Italy
60,Harlem
159,Hell's Kitchen
180,Financial District
250,Nolita
295,Upper West Side
125,Chinatown
151,Hell's Kitchen
90,East Harlem
55,Hell's Kitchen
55,Hell's Kitchen
150,Chelsea
90,Washington Heights
142,Upper West Side
175,East Harlem
339,Midtown
339,Midtown
105,Upper East Side
195,Hell's Kitchen
49,East Harlem
150,Lower East Side
129,Gramercy
100,Harlem
60,Inwood
185,Lower East Side
95,Washington Heights
230,Upper West Side
250,Midtown
150,Upper East Side
120,Harlem
112,Harlem
140,East Village
245,Upper West Side
70,Harlem
200,Chelsea
379,Hell's Kitchen
69,Upper West Side
225,East Village
239,Hell's Kitchen
330,East Village
120,Midtown
80,Little Italy
150,Upper East Side
150,Nolita
158,East Village
150,Harlem
155,Upper East Side
187,Kips Bay
120,Hell's Kitchen
65,Harlem
250,Chelsea
148,Upper West Side
159,Harlem
200,Lower East Side
85,Harlem
90,Upper West Side
400,Midtown
110,East Harlem
150,Lower East Side
75,Washington Heights
49,East Harlem
300,Hell's Kitchen
49,East Harlem
60,East Harlem
100,Hell's Kitchen
90,Hell's Kitchen
180,Hell's Kitchen
300,Upper East Side
269,Hell's Kitchen
61,East Harlem
199,Midtown
150,West Village
150,Midtown
290,West Village
135,Midtown
62,Midtown
800,Midtown
175,West Village
149,Upper West Side
200,Hell's Kitchen
350,SoHo
250,Hell's Kitchen
140,Midtown
45,Harlem
145,Midtown
49,East Harlem
49,East Harlem
49,East Harlem
49,East Harlem
220,West Village
85,Chelsea
300,Upper East Side
150,East Harlem
150,Midtown
250,Washington Heights
100,West Village
45,Harlem
400,Lower East Side
119,Harlem
197,Tribeca
245,Financial District
149,East Village
76,Harlem
250,West Village
349,Midtown
199,East Village
150,Lower East Side
300,Chelsea
100,SoHo
248,Upper East Side
95,Midtown
210,Midtown
180,Chelsea
400,Gramercy
60,Washington Heights
140,Upper West Side
70,Harlem
180,West Village
99,Upper West Side
90,Harlem
36,Harlem
65,Harlem
300,Upper East Side
280,Hell's Kitchen
135,Chinatown
120,East Harlem
130,West Village
200,Tribeca
89,Murray Hill
90,East Harlem
300,Hell's Kitchen
80,East Village
394,Hell's Kitchen
499,Hell's Kitchen
149,Hell's Kitchen
214,West Village
269,Hell's Kitchen
45,Inwood
90,Hell's Kitchen
400,East Harlem
200,Kips Bay
199,Hell's Kitchen
80,Harlem
639,Hell's Kitchen
225,East Village
140,West Village
250,East Village
270,Hell's Kitchen
72,Washington Heights
100,Upper East Side
175,Upper East Side
460,Murray Hill
76,East Harlem
160,Gramercy
80,Washington Heights
99,East Harlem
170,West Village
209,East Village
300,Upper West Side
100,Hell's Kitchen
150,Financial District
50,Washington Heights
47,Washington Heights
150,Kips Bay
150,Lower East Side
70,Washington Heights
200,Midtown
185,Lower East Side
848,Harlem
175,Upper West Side
167,Chelsea
169,Financial District
110,Washington Heights
85,Upper West Side
200,Harlem
165,Hell's Kitchen
45,Hell's Kitchen
79,Upper West Side
244,Chelsea
80,East Harlem
280,Murray Hill
250,Gramercy
66,East Harlem
140,West Village
150,Hell's Kitchen
100,East Harlem
375,West Village
150,Murray Hill
225,Harlem
57,Harlem
45,Harlem
160,East Village
430,Upper East Side
95,East Harlem
48,Washington Heights
150,East Harlem
260,Midtown
120,Hell's Kitchen
62,Harlem
225,Upper West Side
195,SoHo
95,Upper West Side
100,SoHo
149,Tribeca
199,Upper East Side
140,Harlem
145,Harlem
95,Harlem
300,Lower East Side
60,Inwood
75,Harlem
250,East Harlem
85,Harlem
149,East Village
75,Chinatown
130,Kips Bay
105,Murray Hill
125,East Harlem
115,Harlem
99,Hell's Kitchen
220,Harlem
106,Hell's Kitchen
140,Civic Center
345,East Village
300,East Harlem
149,Harlem
85,Hell's Kitchen
590,Civic Center
350,Hell's Kitchen
200,Lower East Side
80,Harlem
59,Upper East Side
70,Harlem
70,Harlem
120,Hell's Kitchen
269,Hell's Kitchen
600,Lower East Side
80,Washington Heights
300,West Village
169,Midtown
75,Harlem
225,Chelsea
154,Chelsea
1500,West Village
115,Financial District
135,SoHo
189,Washington Heights
120,Stuyvesant Town
120,Kips Bay
130,Kips Bay
180,Upper West Side
36,Washington Heights
165,Kips Bay
90,Upper East Side
110,Theater District
300,Upper East Side
175,Chelsea
68,Nolita
120,Hell's Kitchen
84,Theater District
70,Harlem
105,East Harlem
130,Morningside Heights
449,Midtown
325,West Village
200,Financial District
250,East Village
149,Upper East Side
126,West Village
800,SoHo
100,Murray Hill
225,Lower East Side
179,Financial District
325,Harlem
389,Midtown
200,Chelsea
230,Hell's Kitchen
99,Hell's Kitchen
150,Harlem
150,Morningside Heights
125,Upper East Side
199,Upper West Side
500,Chelsea
100,Theater District
100,Chinatown
575,Murray Hill
97,Hell's Kitchen
425,Midtown
100,Upper West Side
403,SoHo
325,Upper West Side
135,Upper West Side
200,Hell's Kitchen
350,Hell's Kitchen
150,Harlem
300,Hell's Kitchen
471,Hell's Kitchen
1000,Upper East Side
399,Midtown
95,Harlem
100,Harlem
150,Harlem
90,Hell's Kitchen
70,Harlem
98,Upper West Side
120,Murray Hill
250,Harlem
200,Harlem
199,Hell's Kitchen
60,Upper East Side
78,East Village
500,NoHo
127,Upper West Side
225,Midtown
355,Murray Hill
165,Upper West Side
53,Harlem
120,Civic Center
89,Harlem
150,Hell's Kitchen
150,East Village
150,Hell's Kitchen
145,Hell's Kitchen
209,Financial District
65,Washington Heights
108,Midtown
145,Upper West Side
59,East Harlem
120,Hell's Kitchen
135,Kips Bay
170,Midtown
95,East Harlem
135,Two Bridges
90,Upper East Side
200,Upper West Side
189,Washington Heights
97,Hell's Kitchen
79,West Village
39,Harlem
85,East Village
330,Midtown
799,Tribeca
140,East Village
65,East Harlem
225,Chelsea
325,Hell's Kitchen
100,East Harlem
355,SoHo
65,East Harlem
99,Harlem
75,Midtown
300,Hell's Kitchen
