Brand,Variety,Style,Country,Stars
Mama,Instant Cup Noodles Seafood Pad Kee Mao Flavour,Cup,TH,5.0
Ruski,Creamy Tom Yam Instant Noodles,Pack,TH,4.5
Mama,Oriental Style Instant Noodles Green Curry Flavour Jumbo Pack,Pack,TH,5.0
Thai Chef,"Shrimp ""Tom Yum"" Instant Nudelsuppe",Pack,DE,3.5
Nanyang Chef,Penang White curry Noodle With Nanyang Chilli Paste,Pack,MY,4.75
Maruchan,Instant Lunch California Vegetable Ramen Noodles With Vegetables,Cup,USA,3.5
Wei Lih,Steam Instant Noodles Korean Salt & Rib Soup Flavour,Bowl,TW,2.25
Nissin,Cup Noodles Black Pepper Crab Flavour,Cup,SG,4.0
Nissin,Premium Instant Noodles Spicy Beef Flavour,Pack,SG,3.75
Nissin,Cup Noodles Tom Yam Veg Flavour,Cup,SG,4.0
Nissin,Premium Instant Noodles Roasted Beef Flavour,Bowl,SG,3.75
Nissin,Chu Qian Yi Ding Sesame Oil Flavour,Pack,SG,3.75
Nissin,Cup Noodles Chicken Flavour,Cup,SG,3.5
Nissin,Premium Instant Noodles XO Sauce Seafood Flavour,Pack,SG,3.75
Nissin,Cup Noodles Chilli Crab Flavour,Cup,SG,4.0
Nissin,Japanese Ramen Kyushu Black Instant Noodles With Soup Base,Pack,SG,5.0
Nissin,Premium Instant Noodles Spicy Beef Flavour,Bowl,SG,3.75
Nissin,Cup Noodles Tom Yam Seafood Flavour,Cup,SG,4.0
Nissin,Japanese Ramen Tokyo Shoyu Instant Noodles With Soup Base,Pack,SG,5.0
Nissin,Cup Noodles Seafood Curry Flavour,Cup,SG,4.0
Nissin,Premium Instant Noodles Roasted Beef Flavour,Pack,SG,4.25
Nissin,Cup Noodles Cream Of Chicken Flavour,Cup,SG,4.0
Myojo,Ippei-Chan Jumbo Night Market Style Yakisoba,Tray,JP,4.5
MyKuali,Penang Hokkien Prawn Noodle,Pack,MY,5.0
Maruchan,Instant Lunch Jalapeno Cheddar Flavor Ramen Noodles,Cup,USA,3.5
Nongshim,Harmony Korean Spicy Noodle Dish With Chipotle,Pack,USA,4.25
Maggi,2 Minute Noodles Tom Yam Flavour,Pack,SG,3.5
Nissin,Souper Meal Chili Picante Chicken With Lime Flavor Ramen Noodle Soup,Bowl,USA,3.5
Wu-Mu,Dried Noodle With Beef Flavor Sauce,Pack,TW,3.0
Adabi,Mi Segera Mi Goreng Pedas Instant Noodles,Pack,MY,3.5
Maruchan,Old Style Miso Ramen,Pack,JP,3.5
Knorr,Quick Serve Macaroni Abalone & Chicken Flavour,Pack,HK,3.0
Chencun,Rice Noodle Beef With Brown Sauce,Cup,CN,3.5
Maggi,2 Minute Noodles Assam Laksa Flavour,Pack,SG,4.0
Maggi,Hot Cup Perisa Kari,Cup,MY,3.5
Maggi,2 Minute Noodles Curry Flavour,Pack,SG,3.75
Maggi,Senses Laksa Instant Noodles,Pack,SG,5.0
Maggi,Extra Spicy Curry Instant Noodles,Pack,SG,5.0
Samyang Foods,Buldak Bokkummyeon,Bowl,KOR,4.0
Nissin,Sabor A Gallina Fideos Con Instantanea,Pack,CO,3.5
Myojo,Chukazanmai Beijing Style Salt Ramen,Pack,JP,3.0
Osaka Ramen,Miso Ramen,Bowl,USA,3.75
Ottogi,Cheese Bokki,Bowl,KOR,4.0
Hao Way,Instant Penang White Curry Noodles,Pack,MY,4.5
Sainsbury's,Curry Flavour Instant Noodles,Pack,UK,1.5
Vina Acecook,King Chef Seafood With Kimchi Flavour,Pack,VN,3.0
Nissin,Pan Asian Kitchen Spicy Szechuan Chicken Flavor Ramen Noodles,Tray,USA,3.0
Nongshim,Korean Clay Pot Ramyun Noodle,Cup,CN,2.75
Maruchan,I Want To Eat Ramen Shio,Pack,JP,3.75
Vifon,Ngon-Ngon Tom Yum Minced Pork Noodle,Cup,VN,3.5
Ottogi,Ppushu Ppushu Grilled Chicken Flavor,Pack,KOR,1.0
Sau Tao,Oat Noodle Abalone Flavored,Pack,TW,1.75
Myojo,Chukazanmai Szechuan Style Miso,Pack,JP,2.0
Chewy,Instant Rice Vermicelli Original Flavour,Pack,HK,0.5
Paldo,Cheese Ramyun (for US market),Pack,KOR,5.0
Chering Chang,Curry La-Men,Pack,TW,5.0
Chewy,Non-Fried Ramen Noodles Taiwan Roast Pork Flavour,Pack,HK,4.0
A-Sha Dry Noodle,Prince Katsu Snack Noodles,Pack,TW,4.0
Adabi,Mi Segera Tom Yam Instant Noodles,Pack,MY,3.25
Baixiang Noodles,Spicy Artificial Beef Flavour Instant Noodles With Soup Base,Pack,CN,3.5
Pamana,Chicken Sopas Creamy Macaroni Soup,Cup,PH,3.5
Annie Chun's,Ramen House Thai Coconut Ramen,Pack,USA,5.0
La Fonte,Spaghetti With Mushroom Sauce,Pack,ID,3.75
Maggi,Masala Dumdaar Noodles,Pack,IN,3.75
Thai Choice,Instant Noodles Seafood Flavour,Cup,TH,4.0
Tesco,Everyday Value Chicken & Mushroom Flavour,Cup,UK,0.5
Pop Bihun,Spesial Rasa Kari Ayam Pedas,Pack,ID,3.75
Myojo,Yomise No Yakisoba Shiodare Flavor With Black Pepper Mayonnaise,Tray,JP,3.75
Pulmuone,Nature Is Delicious Non-Fried Ramyun (Spicy Flavor) (New Version),Pack,KOR,3.75
Vina Acecook,Oh! Ricey Pho Bo Instant Rice Noodles,Bowl,VN,3.75
Nissin,Fried Noodle Specialist Tom Yam Mee Goreng Flavour,Pack,SG,3.0
Wu-Mu,Steam Seafood Flavor Ramen,Pack,TW,4.0
Oyatsu,Baby Star Snack Noodle Yakisoba Flavor,Pack,JP,4.75
Snapdragon,Singapore Laksa Curry Soup Bowl,Bowl,USA,4.25
Paldo,Mild Kokomen (Prototype),Pack,KOR,4.5
Saji,Sajimee Curry Soup Flavour,Pack,MY,4.25
Miracle Noodle,Miso Marvellous Soup,Pack,USA,4.0
Shan,Shoop Instant Noodles Chicken Flavour,Pack,PK,3.5
Indomie,Mi Goreng Rasa Iga Penyet,Pack,ID,4.75
Tiger Tiger,Traveller's Choice Thai Red Curry Flavour Instant Noodles,Pack,UK,1.75
Paldo,Barbecue Ramyun (Prototype),Pack,KOR,3.75
Takamori Kosan,Red Pepper 7 Garlic Peperoncino,Pack,JP,4.0
Takamori Kosan,Sukiyaki Style Noodle Stew,Pack,JP,4.5
Takamori Kosan,Yaki-Udon Roast Soy Sauce,Pack,JP,3.75
Takamori Kosan,Hiyashi Udon Bonito Sauce,Pack,JP,3.0
Takamori Kosan,Futomen Yakisoba,Pack,JP,4.75
Takamori Kosan,Hiyashi Chuka Lemon Sauce,Pack,JP,4.75
Takamori Kosan,Curry Udon,Pack,JP,5.0
Takamori Kosan,Chanpon,Pack,JP,3.75
Takamori Kosan,Shio Yakisoba,Pack,JP,4.0
Takamori Kosan,Yakisoba,Pack,JP,5.0
Takamori Kosan,Yaki-Udon Mild Spicy Sauce,Pack,JP,4.25
Takamori Kosan,Katsuo Dashi Udon,Pack,JP,3.75
Takamori Kosan,Spaghetti Napolitan,Pack,JP,4.0
Tokyo Noodle,Spicy Garlic Ramen,Pack,JP,3.25
Tesco,Everyday Value Beef & Tomato Flavour Noodles,Cup,UK,2.0
Samyang Foods,Nagasaki Jjamppong,Cup,KOR,3.75
Campbell's,Hearty Noodles Thai Flavour,Cup,CA,0.0
Papa,Oriental Style Instant 'Kua-Chap',Pack,TH,3.25
A-Sha Dry Noodle,Hello Kitty Za Jiang (Soybean Sauce),Pack,TW,3.25
Nissin,Soba Teriyaki Noodles With Japanese Yakisoba Sauce,Cup,DE,3.0
Sawadee,Instant Noodles Vegetable & Mushroom Flavour,Pack,UK,1.5
Nongshim,Sir Long Tang Creamy Beef Noodle Soup,Cup,USA,4.25
Four Seas,Seaweed Hot & Spicy Instant Noodle Mushroom & Beef Flavour,Bowl,HK,3.5
Golden Wheat,Korean Style Stew Pork Flavour Noodle Soup,Bowl,CN,1.75
Sau Tao,Instant Noodle King Won Ton Flavor,Pack,HK,2.75
Mamee,Instant Noodles Curry Flavour,Pack,MY,3.5
Mamee,Chef Creamy Tom Yam Flavour,Pack,MY,5.0
Mamee,Monster BBQ Flavour Snack Noodles,Pack,MY,3.75
Mamee,Chef Curry Laksa Flavour,Cup,MY,5.0
Mamee,SLLRRRP! Asam Laksa,Pack,MY,4.0
Mamee,Mie Goreng Indonesia Spicy Sambal,Cup,MY,5.0
Mamee,Chef Spicy Chicken Shiitake Flavour,Pack,MY,3.25
Mamee,Instant Vermicelli Chicken Flavour,Pack,MY,3.25
Mamee,Chef Creamy Tom Yam Flavour,Cup,MY,4.75
Mamee,Instant Noodles Vegetarian Flavour,Pack,MY,3.75
Mamee,SLLRRRP! Kari Berapi,Pack,MY,3.75
Mamee,Monster Chicken Flavour Snack Noodles,Pack,MY,4.0
Mamee,Chef Curry Laksa Flavour,Pack,MY,5.0
Mamee,Mie Goreng Indonesia Original Flavour,Cup,MY,4.5
Mamee,Instant Vermicelli Tom Yam Flavour,Pack,MY,3.75
Paldo,Bulnak Bokkummyun Spicy Fried Octopus Ramyun,Pack,KOR,4.0
Oyatsu,Baby Star Ramen Round Consomme Mini,Pack,JP,3.75
Lotus Foods,Forbidden Rice Ramen,Pack,USA,2.25
Lotus Foods,Millet & Brown Rice Ramen,Pack,USA,4.0
Lotus Foods,Jade Pearl Rice Ramen,Pack,USA,3.25
Ah Lai,White Curry Noodle,Pack,MY,4.5
Plats Du Chef,Cuisine Adventures Chicken Pho Soup,Bowl,CA,5.0
Indomie,Taste Of Asia Mi Goreng Rasa Bulgogi Ala Korea,Pack,ID,2.75
Kin-Dee,Instant Rice Noodle Pad Thai,Tray,TH,3.75
Batchelors,Super Noodles Peppered Steak Flavour,Pack,UK,1.5
Sakura Noodle,Chikara Brand Udon Beef Flavor,Pack,USA,4.25
Shirakiku,Fresh Chow Mein Noodles With Seasoning,Pack,USA,3.75
Sakura Noodle,Chikara Brand Udon Hot & Spicy Flavor,Pack,USA,4.0
Sakura Noodle,Chikara Brand Udon Mushroom Flavor,Pack,USA,3.75
Sakura Noodle,Chikara Brand Udon Oriental Flavor,Pack,USA,3.75
Sakura Noodle,Chikara Brand Udon Chicken Flavor,Pack,USA,3.75
Indomie,Taste Of Asia Mi Kuah Rasa Tom Yum Ala Thailand,Pack,ID,3.75
Sapporo Ichiban,Otafuku Okonomi Sauce Yakisoba,Tray,JP,5.0
Vifon,Oriental Style Instant Noodle Mi Ga Chicken Flavor,Cup,VN,1.25
A-Sha Dry Noodle,Hello Kitty La Wei (Spicy Flavor),Pack,TW,3.75
Unif,Unif-100 Instant Noodles Artificial Tart Beef Flavor,Pack,CN,3.0
Mamee,Mi Segera SLLRRRP! Perencah Kari Xtra Pedas,Pack,MY,3.75
Koka,Spicy Shrimp Tom Yam Flavour,Cup,SG,3.25
Ruski,Instant Noodles Stewed Beef Flavour,Pack,TH,3.5
Golden Wheat,Korean Style Mushroom Chicken Flavour Cooking Noodle,Pack,CN,2.0
Hi-Myon,Instant Noodle Udon Hot & Spicy,Pack,KOR,4.0
Takamori Kosan,Fresh Chow Mein Noodles With Seasoning,Pack,JP,3.75
Mama,Instant Noodles Cup Seafood Flavour,Cup,TH,3.75
Adabi,Mi Segera Kari Ayam Instant Noodles,Pack,MY,4.25
Nissin,Spa Oh Tarako Spaghetti,Bowl,JP,4.0
Ve Wong,Little Prince Brand Snack Noodles Original Flavor,Pack,TW,2.5
Ottogi,Japchae Vermicelli Noodle,Pack,KOR,2.75
Sainsbury's,Chicken Flavour Instant Noodles,Pack,UK,2.75
Paldo,Korean Traditional Beef Gomtangmen,Pack,KOR,5.0
Healtimie,Green Barley Noodle Vegetable Soup,Pack,ID,3.25
Maruchan,I Want To Eat Ramen Miso Flavor,Pack,JP,3.75
Pop Bihun,Spesial Rasa Soto Ayam,Pack,ID,4.0
Thai Kitchen,Rice Noodle Cart Thai Peanut,Tray,USA,3.0
Yum Yum,Oriental Style Instant Noodles Seafood Flavour,Cup,TH,3.75
Nongshim,Soon Veggie Noodle Soup,Pack,KOR,5.0
Nissin,Cup Noodle Cheese Curry,Cup,JP,3.75
Koka,Oriental Style Instant Noodles Tom Yam Flavour,Pack,SG,2.5
A-Sha Dry Noodle,Instant Noodle Original Flavor,Pack,TW,3.75
Nissin,Demae Ramen Shoyu Tonkotsu Artificial Pork Flavour,Pack,HK,4.75
Western Family,Instant Noodles In A Cup Chicken Flavour,Cup,CA,1.5
Mama,Instant Noodles Yentafo Tom Yum Mohfai Flavour,Pack,TH,5.0
Knorr,Quick Serve Macaroni Shrimp Broth,Pack,HK,3.25
Samyang Foods,Red Nagasaki Jjampong,Pack,KOR,5.0
Mr. Noodles,Noodles In A Cup Spicy Chicken Simulated Flavour,Cup,CA,1.0
Good Tto Leu Foods,Lightning Beef Bone Tteokguk Rice Cake Soup,Bowl,KOR,4.0
GaGa,Mie Gepeng Kuah Rasa Ayam Lada Hitam,Pack,ID,3.25
Wu-Mu,Ramen With Pickled Mustard Flavor,Pack,TW,3.5
Wu-Mu,Steam Mushroom Flavor Ramen,Pack,TW,3.25
Thai Choice,Instant Noodles Chicken Flavour,Cup,TH,3.0
Myojo,Prawn Noodles,Pack,SG,4.25
Nissin,Cup Noodles Sabor A Carne Sopa Con Fideos,Cup,CO,3.0
A-One,Mì Ly Instant Noodles Mì Tôm Shrimp Flavor,Cup,VN,3.25
Nongshim,Sain Sain Garlic Teriyaki Fresh Cooked Udon Pasta,Tray,KOR,4.5
JML,Braised Beef Noodles,Pack,CN,4.0
Sau Tao,QQ Scallop Seafood Vermicelli,Bowl,HK,3.75
Kimura,Kumamoto Tonkotsu Ramen,Pack,JP,5.0
Batchelors,Super Noodles Roast Beef & Onion Flavour,Pack,UK,3.25
Lucky Me!,Supreme Chow Mein Seafood Flavor Instant Stir-Fried Noodles,Bowl,PH,3.25
Thai Kitchen,Rice Noodle Cart Sweet Citrus Ginger,Tray,USA,4.25
Nongshim,Oolongmen Kimchi Cup Noodle Soup Mix,Cup,KOR,4.0
Koka,Purple Wheat Noodles Aglio Olio,Pack,SG,2.75
Tokachimen Koubou,Jet Black Sesame Oil Pork Tonkotsu,Bowl,JP,2.25
Deshome,Sun Dried Noodle Chlorella Powder Noodle With Curry Sauce,Pack,TW,5.0
Ko-Lee,Instant Noodles Mixed Vegetable,Pack,UK,3.5
Ottogi,Ppushu Ppushu Noodle Snack Bulgogi Flavor,Pack,KOR,3.25
Vifon,Mì Gà Tìm Chua Cay Hot & Sour Chicken Flavor Instant Noodles,Pack,VN,2.0
Adabi,Mi Bandung Prawn Mee,Pack,MY,4.25
Wu-Mu,Ramen With Stewed Pork Flavor,Pack,TW,4.5
Wu-Mu,Shiitake Flavor Spinach Ramen,Pack,TW,3.75
Sainsbury's,Basics Instant Noodles Chicken Curry Flavour,Pack,UK,3.25
Samyang Foods,Baked Noodle Spicy Grilled Beef Ramyun,Pack,KOR,3.5
Prima Taste,Singapore Chilli Crab La Mian,Pack,SG,5.0
Ko-Lee,Instant Noodles Taste Sensations Creamy Shrimp Tom Yum Flavour,Pack,UK,5.0
Chewy,Rice Vermicelli Scallop With XO Sauce Flavour,Pack,HK,2.5
Wu-Mu,Dried Noodle With Jah Jan Sauce,Pack,TW,3.25
ABC,Mi Cup Rasa Soto Ayam Chicken Soto Flavour,Cup,ID,3.75
ABC,Selera Pedas Mi Goreng Cup Rasa Gulai Ayam Pedas Hot Gulai Chicken,Cup,ID,4.0
ABC,Rasa Ayam Bawang Chicken Onion Flavour,Cup,ID,3.75
ABC,Selera Pedas Mi Goreng Cup Rasa Ayam Pedas Limau Hot Chicken Lemon Flavour,Cup,ID,4.25
Nissin,Cup Noodle Curry X Gunpla RX-78-2 Gundam,Cup,JP,4.25
ABC,Mi Cup Rasa Kari Ayam Chicken Curry Flavour,Cup,ID,3.75
Eat & Go,Rasa Baso Sapi Meat Ball Mi Instan Cup,Cup,ID,3.75
ABC,Mi Goreng Pangsit Fried Noodle With Dumpling,Pack,ID,5.0
Eat & Go,Chicken Onion Mi Instan Cup,Cup,ID,3.75
President,Mi Goreng Rasa Ayam Chicken Flavoured Fried Noodle,Pack,ID,4.5
ABC,Mi Goreng Spesial Special Fried Noodle,Cup,ID,4.0
Eat & Go,Curry Chicken Mi Instan Cup,Cup,ID,4.25
Thai Choice,Instant Noodles Shrimp Flavour,Cup,TH,3.25
Four Seas,Sesame Oil Chicken Flavour Instant Noodle,Bowl,HK,2.75
Nissin,Chow Mein Teriyaki Chicken Flavor Chow Mein Noodles,Tray,USA,3.75
Tesco,Instant Noodles Chow Mein Flavour,Pack,UK,2.25
Mama,Instant Noodles Tom Saab Flavour,Pack,TH,3.5
Samyang Foods,三養라면 (Samyang Ramyun) (South Korean Version),Bowl,KOR,3.75
Nissin,Sabor A Pollo Sopa Con Fideos,Cup,CO,2.75
Wu-Mu,Beef Flavour Tomato Ramen,Pack,TW,4.0
Maruchan,I Want To Eat Ramen Pork Tonkotsu Flavor,Pack,JP,4.0
Annie Chun's,Ramen House Chicken Vegetable Flavored Ramen,Pack,USA,4.0
Sau Tao,Instant Noodle King Abalone & Chicken Flavoured,Pack,HK,3.5
Unif,Unif-100 Pickled Cayenne Flavor Beef Ramen,Pack,CN,3.75
Nissin,Demae Rice Vermicelli Chicken Flavour Instant Rice Vermicelli With Soup Base,Pack,HK,1.75
Thai Pavilion,Garlic Chili Instant Rice Noodles & Sauce,Tray,USA,4.0
Nissin,Donbei Kansai Soy Sauce Flavor Udon,Pack,JP,3.75
Maggi,Big Kari Perencah (Big Curry Flavor) 2 Minute Noodles,Pack,MY,4.0
SuperMi,Rasa Ayam Spesial,Pack,ID,4.0
Sapporo Ichiban,Sesame Ramen,Pack,JP,5.0
Mama,Instant Noodles Creamy Tom Yum Minced Pork Flavour,Pack,TH,3.5
Emart,Dare You Habanero Ramyun,Cup,KOR,3.25
Nissin,Demae Ramen Miso Tonkotsu Artificial Pork Flavor Ramen Noodle,Pack,HK,3.75
Sainsbury's,Barbecue Beef Flavour Instant Noodles,Pack,UK,2.75
Nissin,Sabor A Pollo Sopa Instantánea Con Fideos,Pack,CO,3.25
GaGa,Mie Gepeng Kuah Rasa Ayam Bawang Pedas,Pack,ID,3.25
A-Sha Dry Noodle,Instant Noodle Shallot Flavor,Pack,TW,3.75
Saji,Sajimee Original Soto Soup Flavor,Pack,MY,4.0
Kumamoto,Tonkotsu Ramen MEGA Dragon,Pack,JP,2.5
Maruchan,Seimen Japanese Instant Ramen Noodles Shio Aji,Pack,JP,3.75
Mr. Noodles,Chicken Kimchi Oriental Style Noodles With Soup Base,Bowl,CA,0.5
Master Kong,Artificial Braised Beef Flavor Instant Noodle,Bowl,CN,3.75
Nissin,Pan Asian Kitchen Sweet & Sour Chicken Flavor Ramen Noodles,Tray,USA,3.75
HoMyeonDang,Premium Noodle House Seafood Ramyun,Pack,KOR,4.0
Sawadee,Instant Noodles Prawn Oriental Flavour,Pack,MY,2.5
Nissin,Soba Classic Noodles With Japanese Yakisoba Sauce,Cup,DE,3.75
ABC,Selera Pedas Hot Semur Chicken Flavour,Pack,ID,4.5
Nissin,Ultraman Instant Noodle Pork Flavour,Cup,JP,3.0
Tokyo Noodle,Mini Instant Noodle Spicy Flavor,Pack,JP,3.5
Sau Tao,Ho Fan Beef Soup Flavored,Pack,CN,3.75
Doll,Hello Kitty Dim Sum Noodle Japanese Curry Flavour,Cup,HK,3.5
Batchelors,Super Low Fat Noodles Chilli Chicken Flavour,Pack,UK,1.0
GaGa,Mi Instan Cup Milk Chicken Soup,Cup,ID,4.75
Eat & Go,Rendang Beef Flavour Fried Instant Noodle,Cup,ID,5.0
Nan Jie Cun,Hot -Dry Instant Noodles Chilli Flavour,Tray,CN,0.5
Ruski,Instant Noodles Tom Yum Flavour,Pack,TH,3.5
Nissin,Demae Iccho Instant Noodle With Soup Base Artificial Chicken Flavour,Bowl,HK,3.0
A-Sha Dry Noodle,Hell Spicy Mala,Pack,TW,4.0
Batchelors,Super Noodles Chicken Mushroom Flavour,Pack,UK,3.25
Golden Wheat,Korean Style Stew Prok Flavour Cooking Noodle,Pack,CN,3.5
Nissin,UFO Yakisoba With Wasabi Mayonnaise,Bowl,JP,5.0
China Best,Frozen Satay Sauce Noodle,Pack,TW,1.0
Mama,Instant Noodles Pork Flavour With Black Pepper,Pack,TH,3.5
Nissin,Cup Noodles Sabor A Gallina,Cup,CO,3.5
GaGa,Mie Gepeng Kuah Rasa Soto Cabe Hijau,Pack,ID,3.5
Sugakiya Foods,Udon Miso Stew,Pack,JP,3.25
A-Sha Dry Noodle,Instant Noodle Curry Flavour,Pack,TW,4.25
Men-Sunaoshi,Tonkotsu Ramen,Pack,JP,3.75
Mama,Instant Noodles Chicken Green Curry Flavour,Pack,TH,3.75
Samyang Foods,Maesaengyitangmyun Baked Noodle,Pack,KOR,5.0
Nissin,Cup Noodle Chilli Tomato,Cup,JP,4.5
Nissin,Bowl Noodles Chicken Flavor,Bowl,USA,3.5
Sawadee,Instant Noodles Spicy Tomato Flavour,Pack,MY,2.5
Paldo,Namja Ramyun (US Version),Bowl,KOR,4.0
Nissin,Soba Curry Noodles With Japanese Yakisoba Sauce,Cup,DE,3.75
Wu-Mu,Ramen With Simmered Pork Flavor,Pack,TW,3.75
GaGa,Seribu 1000 Goreng Spesial,Pack,ID,4.0
Sanrio,Hello Kitty Hakata Shoyutonkotsu Ramen,Bowl,JP,3.75
Acecook,Comet Mori Yukino Tan-tan men,Bowl,JP,5.0
Chencun,Braised Pork Ribs,Cup,CN,3.0
Nongshim,Shin Ramyun Cup,Cup,KOR,3.5
Nissin,Sabor A Carne Sopa Instantánea Con Fideos,Pack,CO,3.75
Sainsbury's,Basics Instant Noodles Chicken Flavour,Pack,UK,3.25
Sapporo Ichiban,Pokemon Shoyu Ramen,Cup,JP,3.5
Paldo,Cheese Noodle,Pack,KOR,5.0
Ko-Lee,Go Noodles Xtreme Hot & Spicy Flavour,Pack,UK,3.75
Samyang Foods,Star Popeye Ramyun Snack,Pack,KOR,4.0
Wei Lih,What’s That? Leisure Meatballs Spicy Chicken Flavor,Pack,TW,3.75
Myojo,Chukazanmai Guangdong Style Ramen,Pack,JP,4.25
Nongshim,Shin Black Spicy Pot-au-feu Flavor Premium Noodle Soup,Cup,USA,5.0
ABC,Mi ABC Rasa Ayam Bawang (Onion Chicken),Pack,ID,4.0
Maruchan,Old Style Shio Ramen,Pack,JP,3.5
Healtimie,Green Barley Noodle Milk Chicken Soup,Pack,ID,4.25
Itomen,Crab Flavor Instant Ramen,Pack,JP,4.0
Pop Bihun,Spesial Goreng Special,Pack,ID,3.5
Koyo,Seaweed Ramen Made With Organic Noodles,Pack,USA,2.75
Tiger Tiger,Traveller's Choice Indian Tikka Masala Flavour,Pack,UK,3.0
Acecook,Jan Jan Yakisoba,Cup,JP,3.75
Mr. Noodles,Noodles In A Cup Beef Simulated Flavour,Cup,CA,1.75
Nissin,Donbei Curry Udon (West Japanese),Bowl,JP,3.25
Kabuto Noodles,Miso Ramen,Cup,UK,3.75
Unif,Man Han Feast Sichuan Chilli Eel Flavor,Bowl,TW,5.0
Nissin,Chow Mein With Shrimp Chow Mein Noodles,Tray,USA,3.75
Mr. Noodles,Bowl Chicken Simulated Flavour,Bowl,CA,2.0
Chewy,Rice Vermicelli Spicy Beef With Chilli Flavour,Pack,CN,3.25
Nissin,Chanpon Ramen,Pack,JP,4.75
GaGa,100 Green Chilli Soto Flavour,Pack,ID,3.75
Samyang Foods,Chacharoni,Pack,KOR,3.75
Peyang,Yakisoba,Tray,JP,5.0
Nissin,Demae Iccho XO Sauce Seafood Flavour,Bowl,HK,4.0
Golden Wonder,The Nation's Noodle Beef & Tomato Flavour,Cup,UK,4.25
Vifon,Oriental Style Instant Vermicelli Sour Crab Flavour Soup,Pack,VN,3.75
Komforte Chockolates,Savory Ramen ,Bar,USA,5.0
Golden Wheat,Korean Style Shrimp Flavour Cooking Noodle,Pack,CN,3.5
Wu-Mu,Spicy Flavor Tomato Ramen,Pack,TW,4.0
Sapporo Ichiban,Tomato & Basil Shio Ramen,Pack,JP,4.0
Asian Thai Foods,Fatafat Vegetable Flavor,Pack,NP,3.75
Asian Thai Foods,Krrish Instant Noodles Chicken Flavor,Pack,NP,3.5
Asian Thai Foods,Preeti Instant Noodles Chicken Soup Base,Pack,NP,3.5
Asian Thai Foods,Miteri Instant Noodles Vegetable Flavor,Pack,NP,3.5
Asian Thai Foods,Rumpum Chicken Soup Base,Pack,NP,3.5
Asian Thai Foods,2pm Precooked Noodles Chicken Curry Delight,Pack,NP,3.5
Asian Thai Foods,Fatafat Chicken Flavor,Pack,NP,3.75
Asian Thai Foods,Krrish Instant Noodles Vegetable Curry Flavor,Pack,NP,3.5
Asian Thai Foods,Rumpum Vegetable Soup Base,Pack,NP,4.25
Asian Thai Foods,Miteri Instant Noodles Chicken Flavor,Pack,NP,4.0
Asian Thai Foods,Joker Ready To Eat Noodles,Pack,NP,3.25
Asian Thai Foods,Preeti Instant Noodles Veg Soup Base,Pack,NP,5.0
Asian Thai Foods,Gaurav Chicken Seasoning,Pack,NP,3.75
Tablemark,Downtown Ramen Shop Shoyu,Pack,JP,4.75
Koka,Oriental Style Instant Noodles Crab Flavour,Pack,SG,3.75
Nissin,Yakisoba,Pack,JP,5.0
Indomie,Instant Noodle Beef & Lime Flavour,Pack,ID,4.25
Hi-Myon,Katsuo Udon,Pack,KOR,4.0
Kamfen,E-Men Noodles Abalone Soup Flavor,Pack,HK,3.75
Tesco,Everyday Value Spicy Curry Flavour Noodles,Cup,UK,1.5
Wei Lih,What’s That? Leisure Meatballs Chicken Flavor,Pack,TW,3.75
Nissin,Big Cup Noodles Habanero Lime Shrimp Flavor Ramen Noodle Soup,Cup,USA,3.5
Oyatsu,Baby Star Ramen Round Chikinmini,Pack,JP,3.5
Lucky Me!,Special Instant Pancit Bihon With Kalamansi,Pack,PH,3.25
Campbell's,Hearty Noodles Chicken Flavour,Cup,CA,2.75
GaGa,Mie Jepeng Goreng Rasa Ayam Lada Hitam,Pack,ID,4.0
Myojo,Japanese Style Noodles Shio Flavor,Pack,USA,5.0
Samyang Foods,Ganjjampong,Bowl,KOR,4.25
Maruchan,Fresh Yaki-Soba Stir Fry Noodles With Seasoning Sauce Base,Pack,JP,4.25
Nagao Noodle,Ramen Kamen Thasos Galle Pork Bone,Pack,JP,4.25
Sau Tao,Oat Noodle Sesame Oil Flavored,Pack,CN,3.75
ABC,Selera Pedas Mi Rebus Hot Gulai Flavor,Pack,ID,4.75
Ko-Lee,Taste Sensation Instant Noodles Curry Flavour,Pack,UK,3.75
Mr. Noodles,Kimchi Bowl Noodles Oriental Noodle With Soup Base,Bowl,CA,2.75
Thai Pavilion,spicy Pad Thai Instant Noodles & Sauce,Tray,USA,4.25
Tokyo Noodle,Mini Instant Noodles Artificial Chicken Flavor,Pack,JP,5.0
Nissin,Pan Asian Kitchen Sukiyaki Beef Flavor Savory Soy Sauce Ramen Noodles,Tray,USA,3.75
Maitri,Vegetarian Fried Noodles (Mie Goreng),Pack,ID,4.0
Samyang Foods,Samyang Ramyun (SK Version),Cup,KOR,3.5
Mama,Oriental Style Instant Kua-Chap Clear Soup,Pack,TH,3.75
Golden Wheat,Korean Style Stew Beef Cooking Noodle,Pack,CN,3.25
GS25,Gonghwachun Jjajangmyun,Pack,KOR,4.5
La Fonte,Spaghetti With Bolognese Sauce,Box,ID,4.25
Chencun,Spicy Beef,Cup,CN,3.5
Nissin,Demae Ramen Kimchi Flavour Instant Noodle With Soup Base,Bowl,HK,3.5
Nissin,Raoh Rich Soy Sauce With Roast Pork (2 Slices),Bowl,JP,4.5
Nongshim,Doong Ji Authentic Korean Cold Noodles With Chili Sauce,Tray,KOR,5.0
