carat,cut,color,clarity,price,x,y,z
2.1,Premium,H,SI2,16479,8.28,8.33,5.02
1.26,Premium,H,SI1,7056,7.01,6.93,4.27
2.01,Ideal,H,VS1,17838,8.01,7.96,5.02
1.09,Ideal,H,SI1,4871,6.68,6.59,4.14
0.3,Ideal,G,VS2,675,4.3,4.27,2.67
0.31,Ideal,D,VS2,942,4.34,4.31,2.69
0.3,Premium,E,VS1,814,4.37,4.3,2.61
0.78,Ideal,H,SI2,2012,5.89,5.85,3.63
0.62,Ideal,H,IF,2501,5.48,5.52,3.33
1.03,Very Good,E,SI2,4668,6.43,6.46,4.0
1.52,Ideal,G,VS2,12840,7.39,7.45,4.53
0.3,Ideal,I,VVS1,540,4.29,4.34,2.68
2.04,Premium,G,I1,9727,8.08,8.17,5.07
0.33,Very Good,I,SI1,445,4.39,4.43,2.77
0.3,Ideal,D,VVS1,933,4.33,4.35,2.68
0.7,Premium,F,VS1,2792,5.71,5.65,3.53
0.7,Very Good,E,SI1,2275,5.66,5.7,3.48
1.01,Very Good,H,SI1,4513,6.36,6.24,4.0
1.04,Ideal,F,SI1,5495,6.51,6.55,4.0
1.52,Ideal,E,SI1,13280,7.35,7.38,4.57
0.32,Ideal,E,SI2,456,4.42,4.45,2.72
0.34,Premium,E,SI2,477,4.55,4.57,2.73
1.53,Very Good,F,VS1,11379,7.33,7.3,4.62
0.42,Ideal,I,SI1,690,4.83,4.85,2.98
1.7,Very Good,E,VS2,18107,7.91,7.82,4.61
0.32,Very Good,G,SI1,477,4.35,4.38,2.75
0.65,Fair,F,VS2,1881,5.7,5.62,3.3
0.72,Ideal,H,VVS2,3475,5.78,5.84,3.54
0.4,Very Good,H,VS1,770,4.76,4.78,2.95
0.71,Good,I,VS2,2214,5.63,5.56,3.6
0.7,Premium,F,SI1,2441,5.7,5.73,3.52
0.5,Ideal,H,VS1,1370,5.13,5.16,3.16
0.54,Ideal,F,VS2,1662,5.26,5.32,3.19
0.32,Ideal,D,VS2,1066,4.39,4.42,2.72
0.74,Premium,E,SI2,2553,5.98,5.94,3.52
2.28,Premium,H,SI1,13919,8.6,8.56,5.09
0.32,Ideal,F,VVS2,837,4.39,4.43,2.68
0.33,Ideal,E,VVS2,814,4.45,4.48,2.72
0.5,Good,D,VS2,1758,5.09,5.05,3.23
0.54,Premium,D,VVS1,3194,5.25,5.28,3.23
0.32,Premium,G,SI2,540,4.39,4.35,2.74
1.02,Very Good,E,VS2,6762,6.61,6.51,3.88
0.41,Premium,F,VVS1,1356,4.77,4.74,2.94
0.41,Ideal,E,VS1,1007,4.77,4.79,2.94
0.7,Ideal,D,SI2,2575,5.75,5.77,3.49
1.01,Good,I,VS2,4239,6.3,6.37,3.96
1.01,Premium,F,VVS2,8688,6.45,6.36,3.96
1.04,Ideal,F,SI1,5145,6.54,6.6,4.02
0.45,Very Good,F,VS1,1179,4.85,4.81,3.0
0.94,Very Good,E,SI1,4661,6.29,6.33,3.9
0.31,Ideal,I,VS2,452,4.38,4.42,2.71
1.2,Ideal,I,VS2,5880,6.8,6.75,4.17
1.5,Premium,J,SI1,5536,7.42,7.26,4.56
0.56,Ideal,F,SI1,1394,5.36,5.39,3.23
1.61,Ideal,F,VS2,15819,7.49,7.56,4.67
0.7,Ideal,D,VS1,3618,5.64,5.68,3.55
0.71,Premium,H,SI2,2028,5.7,5.64,3.54
0.34,Premium,H,VVS2,880,4.47,4.43,2.79
0.32,Ideal,G,VVS2,936,4.42,4.41,2.72
1.0,Good,F,SI1,4844,6.25,6.32,4.08
0.5,Very Good,E,SI2,1154,5.03,5.07,3.15
0.3,Premium,I,SI1,506,4.3,4.27,2.64
0.91,Ideal,E,SI1,4132,6.23,6.29,3.82
0.36,Ideal,E,VS1,817,4.55,4.58,2.82
0.67,Good,G,SI1,1811,5.58,5.62,3.52
0.56,Very Good,E,SI1,1659,5.26,5.31,3.32
1.0,Premium,G,VS1,5940,6.39,6.33,4.0
0.39,Ideal,G,VS2,787,4.66,4.69,2.9
1.01,Premium,H,SI2,4355,6.47,6.41,3.95
0.57,Ideal,F,VVS1,2682,5.27,5.32,3.31
0.44,Ideal,E,VS2,1073,4.9,4.88,3.05
1.17,Ideal,F,VS2,8072,6.81,6.74,4.19
1.21,Premium,G,VS2,8294,6.89,6.83,4.14
0.54,Good,H,SI1,1131,5.31,5.22,3.13
0.92,Premium,H,SI1,3165,6.34,6.25,3.82
0.93,Good,G,SI1,4405,6.36,6.39,3.75
0.31,Ideal,E,VS1,734,4.39,4.41,2.68
0.72,Premium,D,SI2,2670,5.88,5.79,3.53
1.51,Ideal,G,VVS2,15164,7.42,7.45,4.5
2.1,Premium,I,VS2,14394,8.28,8.27,5.02
1.08,Ideal,I,SI1,4355,6.67,6.62,4.08
0.41,Very Good,H,SI1,683,4.77,4.83,2.88
0.43,Ideal,G,VS1,941,4.88,4.83,2.97
0.71,Premium,E,SI1,2329,5.79,5.75,3.4
0.7,Ideal,J,SI1,2096,5.69,5.82,3.51
0.73,Ideal,F,VS1,3493,5.81,5.84,3.57
2.11,Very Good,E,SI2,17871,8.1,8.19,5.08
0.3,Good,H,VVS1,684,4.29,4.34,2.73
1.75,Premium,H,SI1,13081,7.79,7.69,4.75
1.01,Premium,E,SI2,4751,6.58,6.54,3.9
1.11,Premium,H,VS1,4687,6.67,6.62,4.14
0.73,Ideal,D,SI1,3189,5.8,5.77,3.58
0.79,Premium,H,VS2,2726,5.9,5.86,3.68
0.34,Premium,E,SI1,765,4.5,4.47,2.77
0.92,Premium,F,SI2,3282,6.46,6.41,3.74
0.32,Very Good,H,VS1,561,4.38,4.43,2.72
1.01,Ideal,F,VVS2,9040,6.56,6.52,3.9
0.6,Ideal,H,IF,2270,5.4,5.45,3.36
2.19,Ideal,I,SI2,15254,8.31,8.24,5.18
0.7,Premium,F,SI1,2401,5.69,5.73,3.55
2.0,Very Good,J,SI1,12768,7.99,8.07,4.88
0.33,Ideal,E,VS2,682,4.44,4.47,2.78
0.44,Premium,H,SI2,759,4.95,4.93,2.96
1.31,Premium,G,VS2,8979,7.12,7.08,4.28
1.87,Ideal,J,SI1,9955,7.82,7.88,4.89
0.57,Fair,F,VS1,1788,5.23,5.19,3.36
0.72,Very Good,I,VVS2,2532,5.76,5.81,3.57
0.43,Ideal,G,VVS2,1129,4.9,4.85,2.97
1.24,Premium,J,VS2,5265,6.84,6.88,4.24
0.4,Very Good,E,VS1,1053,4.72,4.76,2.85
1.1,Ideal,F,VS2,7658,6.62,6.59,4.11
1.21,Very Good,H,SI1,7203,6.93,6.94,4.13
0.71,Fair,F,IF,3205,5.87,5.81,3.43
1.57,Ideal,I,VS1,10209,7.44,7.48,4.65
0.4,Ideal,E,SI2,629,4.75,4.78,2.92
1.53,Very Good,H,SI2,9391,7.43,7.46,4.56
0.55,Ideal,E,VS2,1596,5.24,5.28,3.26
2.0,Good,I,VS2,16544,7.98,8.03,5.07
0.71,Premium,G,SI1,2283,5.69,5.65,3.53
0.51,Ideal,H,VVS2,1877,5.11,5.14,3.16
0.9,Premium,J,VVS1,3617,6.19,6.11,3.81
1.14,Premium,D,SI2,4520,6.64,6.58,4.14
0.44,Ideal,E,VVS1,1438,4.93,4.97,2.96
0.51,Good,E,SI1,1241,5.13,5.06,3.24
0.56,Very Good,E,IF,2724,5.31,5.38,3.2
0.91,Good,I,SI1,2700,6.05,5.98,3.86
0.33,Premium,E,SI1,743,4.47,4.43,2.72
1.38,Premium,H,VS1,7233,7.21,7.16,4.38
2.01,Premium,E,SI2,17179,8.24,8.2,4.84
0.58,Ideal,E,VS2,1761,5.35,5.34,3.32
1.0,Ideal,H,I1,3080,6.41,6.44,3.94
1.2,Premium,D,VS2,8693,6.78,6.72,4.16
1.11,Very Good,J,SI1,4316,6.57,6.64,4.12
0.6,Ideal,D,VS2,2019,5.49,5.53,3.33
0.53,Ideal,F,VS1,1830,5.22,5.24,3.2
0.31,Ideal,G,VVS1,772,4.34,4.37,2.71
0.54,Ideal,E,SI2,1111,5.2,5.23,3.27
1.33,Very Good,J,VS2,5913,6.91,6.96,4.43
0.82,Very Good,E,SI1,2741,5.92,5.97,3.76
1.24,Premium,H,VS1,7092,6.83,6.9,4.27
0.72,Ideal,F,VS2,2607,5.83,5.79,3.55
0.31,Ideal,G,IF,891,4.37,4.39,2.72
1.01,Very Good,E,VS2,6221,6.37,6.47,4.04
0.51,Ideal,F,SI1,1322,5.19,5.21,3.18
0.33,Good,G,IF,984,4.55,4.57,2.64
1.15,Premium,E,SI2,4328,6.78,6.7,4.16
1.01,Good,F,SI2,4028,6.44,6.48,3.96
0.33,Very Good,G,VVS2,692,4.46,4.5,2.75
1.08,Ideal,G,SI1,4771,6.62,6.6,4.06
0.54,Ideal,H,SI1,1154,5.24,5.28,3.21
0.7,Very Good,J,SI1,1817,5.69,5.73,3.44
2.01,Premium,H,SI1,16733,8.15,8.04,4.93
1.04,Ideal,G,SI2,4375,6.51,6.61,3.98
0.36,Ideal,D,SI1,663,4.56,4.64,2.83
1.01,Very Good,E,VS2,6043,6.39,6.43,4.01
1.54,Ideal,H,SI1,9562,7.45,7.42,4.54
1.04,Premium,E,SI1,5894,6.54,6.47,3.98
0.52,Ideal,F,VVS2,1978,5.17,5.2,3.22
0.82,Very Good,F,VS2,3621,6.1,6.2,3.61
2.16,Premium,J,VVS1,17891,8.36,8.26,5.11
0.74,Ideal,G,VVS2,3831,5.9,5.88,3.58
1.0,Premium,G,VS1,6115,6.48,6.42,3.91
1.37,Premium,G,SI2,6495,7.24,7.18,4.3
1.14,Premium,H,VS1,5809,6.74,6.65,4.15
0.75,Good,J,SI1,2250,5.76,5.71,3.66
1.7,Premium,I,VS1,8840,7.74,7.64,4.73
0.41,Very Good,E,VVS2,1233,4.8,4.82,2.88
0.73,Ideal,D,VS2,3440,5.74,5.78,3.57
0.7,Good,G,SI1,2155,5.68,5.72,3.52
0.5,Premium,H,SI1,1094,5.02,4.99,3.12
0.37,Premium,E,VVS2,971,4.75,4.68,2.81
0.32,Ideal,G,VS2,524,4.36,4.4,2.72
1.35,Premium,G,SI1,5799,7.07,6.97,4.38
0.33,Premium,G,VS2,743,4.47,4.43,2.72
0.28,Very Good,E,VVS2,642,4.26,4.28,2.56
1.0,Good,H,SI2,3472,6.28,6.15,3.96
0.76,Ideal,F,SI1,2682,5.87,5.9,3.63
0.25,Ideal,G,VS1,454,4.0,4.02,2.51
1.5,Very Good,F,SI1,10372,7.27,7.31,4.59
0.31,Ideal,H,VS2,489,4.33,4.36,2.71
1.03,Ideal,E,SI1,5710,6.5,6.47,4.02
0.7,Ideal,G,VS1,2987,5.68,5.7,3.49
1.02,Premium,F,VS1,6238,6.48,6.42,3.96
1.04,Good,E,SI1,5285,6.37,6.41,4.06
0.53,Good,H,VS1,1282,5.41,5.36,3.1
1.66,Very Good,E,SI1,12818,7.52,7.59,4.66
0.41,Very Good,F,VS2,863,4.75,4.81,2.99
0.9,Very Good,G,SI1,4320,6.1,6.15,3.82
0.31,Good,H,VS1,698,4.32,4.29,2.74
0.37,Premium,D,VVS2,971,4.63,4.66,2.82
1.01,Very Good,E,SI1,4766,6.52,6.58,3.84
1.0,Very Good,E,SI1,5051,6.3,6.36,4.01
0.36,Very Good,F,VS1,781,4.63,4.65,2.84
1.52,Premium,E,SI2,8810,7.2,7.13,4.44
0.9,Very Good,E,SI2,3902,6.1,6.16,3.84
0.33,Ideal,D,SI1,608,4.43,4.44,2.77
0.3,Premium,G,VVS2,878,4.31,4.24,2.68
0.5,Ideal,J,VS1,1134,5.14,5.09,3.15
0.54,Ideal,F,VS2,1786,5.25,5.2,3.21
1.01,Very Good,F,SI2,3897,6.38,6.35,4.04
1.24,Very Good,G,SI1,7106,6.9,6.96,4.28
1.0,Very Good,E,SI1,5351,6.39,6.42,3.92
1.21,Premium,J,SI1,4269,6.74,6.71,4.21
0.3,Premium,F,VVS2,882,4.42,4.38,2.62
1.01,Good,E,SI1,5499,6.37,6.42,4.05
1.07,Premium,H,VS2,5327,6.52,6.56,4.06
1.64,Fair,G,I1,4849,7.44,7.35,4.76
0.41,Ideal,F,VS1,1007,4.77,4.79,2.93
2.01,Ideal,I,VS2,15729,7.91,7.87,5.12
1.22,Premium,G,SI1,6695,6.84,6.74,4.28
0.32,Good,G,VS2,603,4.52,4.55,2.57
0.3,Very Good,H,VVS2,776,4.28,4.24,2.69
1.52,Ideal,G,VS2,12161,7.35,7.4,4.52
1.01,Ideal,I,SI1,3999,6.51,6.56,3.96
0.32,Ideal,E,VS2,702,4.42,4.45,2.72
0.53,Ideal,D,SI2,1412,5.24,5.22,3.21
0.91,Very Good,H,SI1,3734,6.13,6.16,3.86
0.42,Premium,E,SI2,838,4.9,4.86,2.87
0.72,Ideal,E,SI1,2731,5.77,5.81,3.55
0.71,Good,I,SI1,1788,5.54,5.61,3.49
0.9,Good,D,SI2,3798,6.2,6.23,3.7
0.5,Very Good,E,SI1,1155,5.09,5.01,3.2
1.4,Ideal,H,VS2,8977,7.13,7.07,4.47
0.54,Ideal,I,VVS2,1346,5.25,5.29,3.25
0.36,Very Good,E,SI2,471,4.54,4.56,2.84
0.92,Good,I,VS2,3785,6.28,6.34,3.76
1.52,Very Good,J,VS2,7109,7.23,7.19,4.55
1.02,Premium,F,SI2,4151,6.38,6.45,4.02
0.73,Very Good,F,SI1,2360,5.68,5.72,3.62
0.32,Very Good,J,VS1,421,4.42,4.46,2.69
0.28,Good,E,VVS1,492,4.15,4.18,2.69
0.31,Premium,E,VVS1,1012,4.34,4.3,2.68
1.5,Premium,H,SI1,10080,7.41,7.28,4.51
1.22,Premium,I,SI1,5671,6.89,6.8,4.25
1.05,Very Good,F,SI2,4436,6.47,6.5,4.03
0.5,Good,H,VVS1,1710,4.98,5.03,3.18
1.15,Ideal,I,VS2,5038,6.68,6.73,4.14
1.08,Good,F,SI2,4391,6.72,6.77,3.91
0.58,Premium,G,VS2,2297,5.35,5.32,3.32
1.51,Premium,F,VS2,14334,7.31,7.39,4.55
1.09,Very Good,F,VS2,6990,6.66,6.7,4.1
0.54,Premium,G,SI2,1090,5.21,5.24,3.21
0.52,Ideal,G,VVS1,1936,5.15,5.18,3.2
1.0,Very Good,G,VVS1,7507,6.29,6.4,3.95
0.39,Ideal,F,VVS1,1124,4.69,4.71,2.92
0.32,Ideal,F,VS2,828,4.39,4.37,2.71
1.0,Ideal,F,SI1,4939,6.45,6.37,4.0
1.51,Ideal,F,VS2,13771,7.35,7.31,4.56
1.51,Very Good,G,VS1,14028,7.41,7.45,4.42
0.7,Very Good,H,SI2,2034,5.74,5.77,3.45
1.25,Premium,H,SI2,6230,6.83,6.8,4.24
0.24,Ideal,F,VVS2,526,3.99,4.02,2.5
0.73,Ideal,H,SI1,2605,5.79,5.84,3.57
0.4,Ideal,F,VS1,890,4.73,4.75,2.94
1.02,Premium,D,SI2,5257,6.56,6.53,3.94
1.12,Ideal,I,SI1,4811,6.66,6.6,4.09
1.53,Ideal,G,SI1,11230,7.33,7.41,4.6
0.4,Ideal,E,VS1,1125,4.73,4.71,2.94
0.71,Very Good,D,VVS2,3670,5.64,5.69,3.55
0.51,Ideal,G,VS2,1546,5.12,5.08,3.21
0.76,Ideal,D,VS2,3384,5.91,5.89,3.61
1.02,Premium,F,SI2,4057,6.54,6.49,3.98
1.08,Ideal,G,VS2,6706,6.62,6.59,4.05
0.56,Premium,F,VS2,1654,5.34,5.36,3.19
1.17,Ideal,I,SI2,4488,6.72,6.79,4.2
0.57,Ideal,F,VS1,2052,5.39,5.3,3.31
0.51,Ideal,F,VS1,1751,5.13,5.16,3.18
0.38,Ideal,E,VVS2,1073,4.62,4.66,2.88
0.73,Ideal,I,VVS2,2496,5.76,5.77,3.59
0.72,Very Good,G,SI1,2318,5.73,5.68,3.61
0.4,Premium,F,VS2,842,4.71,4.76,2.94
0.8,Ideal,E,VS2,3648,5.95,5.98,3.71
0.3,Premium,H,VVS1,878,4.29,4.26,2.65
1.24,Ideal,H,VS1,7222,6.87,6.82,4.31
1.07,Ideal,I,SI1,5748,6.57,6.59,4.05
0.32,Very Good,I,VVS2,561,4.33,4.37,2.74
0.9,Very Good,E,VS2,4925,6.26,6.3,3.79
0.52,Ideal,F,SI1,1337,5.31,5.29,3.2
0.4,Premium,F,VS1,1050,4.8,4.76,2.89
0.43,Premium,D,SI1,830,4.89,4.93,2.95
0.4,Premium,I,SI1,765,4.83,4.8,2.88
1.01,Ideal,F,VS1,7792,6.52,6.49,3.95
0.72,Very Good,H,SI2,1799,5.66,5.62,3.58
1.0,Premium,D,VS2,5174,6.37,6.32,3.99
0.71,Very Good,I,VS1,2327,5.69,5.65,3.59
0.71,Ideal,H,IF,3146,5.74,5.79,3.53
1.11,Premium,I,SI2,4196,6.65,6.61,4.08
1.2,Good,H,SI2,5085,6.84,6.87,4.09
0.3,Ideal,H,VVS2,776,4.35,4.33,2.67
1.2,Ideal,E,VVS1,13474,6.78,6.83,4.19
1.65,Premium,D,SI1,11310,7.63,7.58,4.59
1.01,Good,E,VS2,6250,6.44,6.46,3.92
0.5,Ideal,J,VS2,1054,5.1,5.14,3.17
2.0,Ideal,F,I1,10494,8.16,8.27,4.94
0.91,Good,D,SI2,3660,6.01,6.09,3.83
0.31,Ideal,G,SI1,593,4.38,4.36,2.72
0.46,Very Good,D,VS2,1262,4.92,4.89,3.1
0.34,Very Good,G,SI1,507,4.46,4.56,2.74
0.32,Ideal,E,VS2,900,4.38,4.36,2.72
0.71,Fair,F,SI1,2458,5.89,5.72,3.48
0.39,Ideal,G,SI2,683,4.69,4.73,2.92
0.3,Premium,E,VS2,844,4.32,4.28,2.68
2.05,Ideal,G,SI2,16446,8.22,8.31,4.94
0.31,Premium,G,VVS1,1046,4.41,4.37,2.65
0.71,Ideal,F,SI2,2525,5.76,5.78,3.54
0.32,Ideal,I,VS1,605,4.4,4.37,2.73
1.51,Very Good,G,VS2,11161,7.32,7.49,4.39
2.05,Premium,G,SI2,12857,8.18,8.1,5.04
0.35,Very Good,F,VS2,706,4.5,4.54,2.76
1.26,Ideal,J,SI2,4860,6.91,6.89,4.33
0.31,Ideal,D,VS2,734,4.34,4.38,2.7
1.0,Fair,F,SI1,4657,6.23,6.15,4.07
0.73,Ideal,G,VS1,3342,5.74,5.79,3.58
0.58,Very Good,J,SI1,1095,5.35,5.41,3.34
0.41,Ideal,F,VS1,1180,4.8,4.83,2.96
1.69,Good,E,VS1,17400,7.51,7.57,4.81
0.85,Good,J,SI1,2163,6.13,6.17,3.64
0.24,Very Good,J,VVS2,336,3.94,3.96,2.48
0.41,Ideal,J,VS1,830,4.75,4.72,2.97
0.27,Very Good,E,VVS1,591,4.18,4.22,2.62
1.31,Very Good,G,SI2,7107,7.05,6.98,4.36
1.1,Ideal,E,SI2,4829,6.68,6.64,4.1
0.24,Very Good,F,VVS2,552,3.95,3.98,2.46
1.07,Very Good,H,VS2,5254,6.57,6.63,4.06
0.52,Ideal,H,VS1,1598,5.14,5.2,3.21
0.35,Good,E,VS2,711,4.64,4.67,2.69
0.92,Ideal,J,VS2,3215,6.31,6.22,3.83
1.51,Ideal,J,VS2,7651,7.35,7.3,4.57
0.32,Good,I,VS1,505,4.38,4.42,2.78
0.32,Ideal,D,SI1,589,4.42,4.47,2.65
1.5,Fair,H,VVS2,7476,7.19,7.15,4.72
0.58,Ideal,E,VS1,2241,5.41,5.42,3.29
1.16,Ideal,J,IF,5519,6.79,6.86,4.14
0.53,Ideal,H,VS2,1604,5.23,5.2,3.22
1.07,Ideal,G,SI2,4421,6.55,6.59,4.05
1.02,Premium,E,SI1,5183,6.44,6.47,4.05
1.71,Very Good,H,SI1,13169,7.77,7.73,4.71
0.9,Fair,F,SI1,3326,6.0,5.95,3.9
0.4,Good,G,VS1,820,4.8,4.86,2.88
0.79,Very Good,E,VVS1,3796,5.88,5.84,3.7
2.66,Good,H,SI2,16239,8.71,8.65,5.54
2.01,Very Good,H,SI2,15773,7.9,7.93,4.99
0.9,Very Good,F,SI1,3881,6.13,6.09,3.86
0.35,Premium,G,VS1,906,4.58,4.54,2.77
0.43,Ideal,F,VS2,1066,4.88,4.91,2.99
0.72,Ideal,H,VVS1,3708,5.75,5.78,3.56
0.5,Very Good,E,VS2,1397,5.06,5.03,3.19
0.4,Premium,H,SI1,855,4.69,4.65,2.93
0.82,Very Good,H,SI1,2908,5.9,5.95,3.77
0.33,Ideal,E,VS2,928,4.42,4.4,2.75
0.25,Good,F,VVS1,490,4.1,4.12,2.43
0.33,Ideal,G,SI1,475,4.45,4.49,2.74
0.85,Fair,H,I1,1324,5.86,5.78,3.88
0.42,Ideal,G,IF,1289,4.83,4.87,3.0
0.42,Ideal,H,VVS1,1068,4.79,4.8,2.99
0.6,Premium,D,SI2,1196,5.43,5.35,3.34
0.5,Very Good,G,VS2,1351,5.04,5.12,3.15
0.75,Very Good,E,SI1,2753,5.79,5.84,3.66
0.41,Ideal,G,VS1,870,4.77,4.8,2.93
0.47,Ideal,H,VS2,1058,5.08,4.95,3.15
0.93,Fair,G,SI1,3358,6.14,6.09,3.94
0.61,Ideal,G,SI1,1659,5.46,5.49,3.36
0.52,Ideal,F,VVS1,2778,5.19,5.22,3.19
0.33,Ideal,H,SI1,511,4.45,4.49,2.73
1.01,Fair,F,SI1,3197,6.15,6.13,4.06
1.12,Ideal,G,VS1,7970,6.67,6.69,4.11
0.36,Ideal,J,VS2,459,4.6,4.63,2.84
0.32,Ideal,E,VS2,702,4.42,4.43,2.74
0.41,Very Good,F,SI1,755,4.71,4.73,2.97
0.41,Ideal,I,VS2,747,4.8,4.82,2.96
0.82,Premium,I,VS2,2648,5.91,5.87,3.69
0.72,Ideal,E,VS1,3409,5.78,5.83,3.55
0.9,Very Good,E,SI2,3482,6.08,6.13,3.89
1.51,Ideal,E,VS2,14482,7.31,7.26,4.57
0.43,Premium,F,VS1,1129,4.83,4.75,2.98
0.43,Premium,D,VS2,1056,4.84,4.88,2.95
0.36,Very Good,G,SI1,537,4.56,4.59,2.8
0.77,Ideal,G,VS2,3786,5.89,5.91,3.64
0.53,Good,F,SI1,1268,5.12,5.17,3.28
0.32,Ideal,D,SI1,706,4.4,4.38,2.76
1.02,Premium,H,VS2,5100,6.49,6.43,3.99
1.17,Good,I,SI1,4914,6.66,6.64,4.23
0.7,Good,E,SI1,2407,5.6,5.57,3.55
0.52,Very Good,E,VS1,1767,5.21,5.26,3.12
0.35,Fair,F,VVS1,1011,4.85,4.79,2.63
0.54,Ideal,G,VVS2,2090,5.26,5.24,3.23
0.3,Premium,E,VS1,911,4.3,4.26,2.65
1.3,Premium,J,VS1,6334,7.06,7.0,4.33
1.32,Ideal,H,VVS2,9571,7.05,7.06,4.37
0.58,Good,E,VVS1,2243,5.27,5.33,3.28
0.32,Ideal,D,VS2,972,4.43,4.39,2.74
0.5,Very Good,F,VS2,1436,5.06,5.11,3.2
0.24,Very Good,E,VVS1,485,3.95,3.99,2.45
1.25,Ideal,I,VS2,6419,6.87,6.92,4.31
1.11,Ideal,E,SI2,4969,6.7,6.74,4.11
0.31,Ideal,G,VVS1,789,4.38,4.4,2.72
0.7,Premium,I,SI2,1890,5.79,5.73,3.43
1.26,Ideal,G,VVS2,10886,6.98,7.01,4.26
1.11,Very Good,I,SI1,4273,6.58,6.64,4.09
0.7,Ideal,F,VS2,3468,5.74,5.79,3.52
0.76,Ideal,E,VS2,3497,5.84,5.86,3.6
0.58,Very Good,G,SI1,1388,5.3,5.35,3.35
0.6,Ideal,E,VS2,2141,5.47,5.52,3.33
0.23,Very Good,E,VVS1,478,3.94,3.95,2.48
0.24,Very Good,E,VS2,419,4.02,4.05,2.48
0.53,Premium,D,VS2,1783,5.14,5.18,3.22
0.31,Ideal,G,VVS1,789,4.34,4.37,2.7
2.0,Very Good,J,SI1,11189,7.95,7.89,5.01
0.32,Premium,G,VS2,720,4.4,4.32,2.69
1.06,Ideal,G,VVS2,7934,6.53,6.56,4.03
0.36,Premium,I,VS2,648,4.57,4.52,2.8
0.34,Ideal,F,VS2,880,4.51,4.47,2.79
0.58,Very Good,F,SI1,1440,5.32,5.36,3.32
1.01,Very Good,H,SI1,5433,6.41,6.44,3.93
1.53,Ideal,G,VS2,12907,7.48,7.43,4.63
1.5,Ideal,J,SI1,6745,7.38,7.35,4.38
1.51,Premium,J,VS2,7455,7.38,7.29,4.62
1.01,Ideal,F,VS2,5662,6.44,6.4,3.94
0.51,Ideal,E,VS2,1656,5.08,5.11,3.19
0.32,Ideal,E,VS1,825,4.44,4.46,2.72
1.08,Ideal,G,SI2,4627,6.59,6.56,4.09
0.52,Ideal,E,SI1,1341,5.17,5.2,3.22
0.41,Very Good,E,VVS1,1057,4.79,4.84,2.88
0.39,Very Good,F,VVS2,944,4.63,4.66,2.94
0.71,Ideal,F,SI1,2770,5.77,5.8,3.51
0.38,Ideal,F,VVS1,1200,4.64,4.68,2.9
1.2,Very Good,G,VS1,8150,6.84,6.75,4.25
0.41,Good,H,SI1,876,4.74,4.69,3.01
0.9,Premium,E,SI1,4092,6.22,6.1,3.85
0.77,Good,D,VS2,3489,5.83,5.86,3.69
0.91,Premium,E,SI2,3644,6.31,6.27,3.84
0.9,Very Good,E,SI2,3139,6.24,6.3,3.73
0.3,Ideal,E,VVS2,742,4.31,4.36,2.7
1.02,Premium,D,SI1,5918,6.53,6.47,3.94
0.31,Very Good,F,VS2,625,4.3,4.34,2.71
0.33,Premium,H,VVS2,854,4.45,4.42,2.73
1.12,Ideal,F,SI2,4140,6.69,6.66,4.13
1.0,Premium,F,SI1,5197,6.36,6.4,3.87
0.45,Premium,F,SI2,996,4.94,4.87,3.07
0.41,Very Good,E,VVS2,1249,4.75,4.77,2.93
0.43,Ideal,G,VVS2,1056,4.84,4.86,3.0
0.38,Ideal,I,VVS1,791,4.68,4.71,2.89
0.61,Ideal,D,SI2,1690,5.55,5.53,3.32
1.14,Premium,H,SI1,5003,6.76,6.82,4.12
1.02,Premium,F,SI2,3996,6.7,6.64,3.87
0.3,Premium,E,IF,1097,4.33,4.29,2.63
0.32,Ideal,G,IF,918,4.42,4.44,2.72
0.34,Ideal,I,VS1,643,4.51,4.49,2.79
1.65,Ideal,J,SI1,8334,7.59,7.54,4.73
1.1,Very Good,G,VVS2,9050,6.7,6.76,4.07
0.71,Ideal,F,VVS1,3880,5.72,5.74,3.54
0.35,Ideal,F,VS1,923,4.54,4.58,2.8
1.12,Ideal,G,VS1,7495,6.72,6.76,4.11
0.93,Very Good,E,SI2,3746,6.16,6.18,3.89
0.55,Very Good,F,VS2,1676,5.23,5.28,3.25
0.32,Ideal,G,VVS1,814,4.43,4.45,2.71
0.78,Ideal,G,VS2,3613,5.89,5.94,3.65
0.51,Very Good,H,SI1,1698,5.18,5.21,3.17
1.15,Premium,H,VVS2,6917,6.9,6.87,4.05
0.72,Very Good,D,SI2,2692,5.74,5.78,3.53
0.58,Ideal,G,VS2,1636,5.34,5.38,3.32
1.01,Very Good,F,VS1,6439,6.46,6.54,3.86
1.0,Very Good,D,SI1,5987,6.45,6.5,3.84
0.52,Ideal,D,SI1,1547,5.19,5.25,3.19
0.4,Ideal,F,VVS2,972,4.73,4.8,2.91
1.4,Ideal,G,VS2,10311,7.2,7.25,4.46
0.5,Ideal,E,SI2,1154,5.09,5.14,3.14
1.0,Ideal,E,SI1,5935,6.33,6.38,4.0
1.01,Premium,E,VS2,6425,6.42,6.34,3.96
0.42,Premium,G,VS1,984,4.9,4.86,2.9
1.76,Premium,D,SI2,13867,7.9,7.86,4.7
2.0,Very Good,I,SI2,13892,8.16,8.18,4.86
0.34,Ideal,H,SI1,490,4.52,4.58,2.76
0.46,Ideal,G,VVS1,1393,4.93,4.98,3.08
